MCLU,TIME[Myr],Z,NB_P,EBIN
1040,95.0,0.02,1,6.042593795832624e+46
1040,59.0,0.02,0,5.6997152862191996e+48
1040,59.0,0.02,1,6.079858113835131e+46
1040,6.25,0.02,0,1.3871831233973282e+49
1040,6.25,0.02,1,9.083650750887409e+46
1040,36.0,0.02,0,5.7773482591284587e+48
1040,36.0,0.02,1,6.075866758401187e+46
1040,18.75,0.02,0,5.800449655447744e+48
1040,18.75,0.02,1,6.52145500842945e+46
1040,92.0,0.02,0,1.969934317350198e+48
1040,92.0,0.02,1,6.049816596380844e+46
1040,20.0,0.02,0,5.795269488211394e+48
1040,20.0,0.02,1,6.346710858062123e+46
1040,99.5,0.02,0,2.4188267375672846e+47
1040,99.5,0.02,1,6.03448350856413e+46
1040,62.0,0.02,0,5.68615986259876e+48
1040,62.0,0.02,1,6.105735453778099e+46
1040,31.0,0.02,0,5.782691465178553e+48
1040,31.0,0.02,1,6.122556668250325e+46
1040,70.75,0.02,0,4.160128744744307e+48
1040,70.75,0.02,1,5.986815143501974e+46
1040,36.75,0.02,0,5.777233726156332e+48
1040,36.75,0.02,1,6.086505793307117e+46
1040,88.75,0.02,0,2.014488477124879e+48
1040,88.75,0.02,1,6.082654853599958e+46
1040,51.5,0.02,0,5.7358915011116616e+48
1040,51.5,0.02,1,6.104197304774548e+46
1040,44.75,0.02,0,5.75391753000817e+48
1040,44.75,0.02,1,6.102710896338454e+46
1040,22.25,0.02,0,5.794999803770384e+48
1040,22.25,0.02,1,6.302666670608622e+46
1040,25.5,0.02,0,5.786966654761578e+48
1040,25.5,0.02,1,6.310583668995902e+46
1040,58.5,0.02,0,5.6996604824663535e+48
1040,58.5,0.02,1,6.086414795828589e+46
1040,0.5,0.02,0,6.236445846215639e+44
1040,0.5,0.02,1,4.0131177497053034e+49
1040,100.0,0.02,0,2.41767440072269e+47
1040,100.0,0.02,1,6.046132180517819e+46
1040,34.75,0.02,0,5.777823788511247e+48
1040,34.75,0.02,1,6.08100368559866e+46
1040,10.5,0.02,0,6.612654205991176e+48
1040,10.5,0.02,1,7.379358984030832e+46
1040,56.5,0.02,0,5.740714278234206e+48
1040,56.5,0.02,1,6.078576017915086e+46
1040,88.25,0.02,0,2.010334534203665e+48
1040,88.25,0.02,1,6.085496922691998e+46
1040,72.75,0.02,0,2.004899238591243e+48
1040,72.75,0.02,1,5.997566217849581e+46
1040,15.5,0.02,0,5.813310949030544e+48
1040,15.5,0.02,1,7.235773999769024e+46
1040,12.5,0.02,0,6.607672726329581e+48
1040,12.5,0.02,1,7.459200458303372e+46
1040,96.25,0.02,0,2.417687363182462e+47
1040,96.25,0.02,1,6.048666173621287e+46
1040,24.75,0.02,0,5.787235512474312e+48
1040,24.75,0.02,1,6.300497461144004e+46
1040,29.25,0.02,0,5.786261026901345e+48
1040,29.25,0.02,1,6.302042013413364e+46
1040,75.75,0.02,0,2.0066108560389306e+48
1040,75.75,0.02,1,5.970844125637161e+46
1040,79.5,0.02,0,2.0086183076737446e+48
1040,79.5,0.02,1,6.05134374272368e+46
1040,81.25,0.02,0,2.0081032253441713e+48
1040,81.25,0.02,1,6.073854528491547e+46
1040,39.75,0.02,0,5.772857195684012e+48
1040,39.75,0.02,1,6.065808491235305e+46
1040,35.5,0.02,0,5.777337360376817e+48
1040,35.5,0.02,1,6.079109420665051e+46
1040,79.0,0.02,0,2.0063774459537792e+48
1040,79.0,0.02,1,6.074468247914925e+46
1040,46.0,0.02,0,5.7530031757290945e+48
1040,46.0,0.02,1,6.113490284641684e+46
1040,27.25,0.02,0,5.786711285453568e+48
1040,27.25,0.02,1,6.299364629355636e+46
1040,70.25,0.02,0,4.158355152005886e+48
1040,70.25,0.02,1,6.010504113230387e+46
1040,57.25,0.02,0,5.699512247064798e+48
1040,57.25,0.02,1,6.100505163372608e+46
1040,29.75,0.02,0,5.7821824915150096e+48
1040,29.75,0.02,1,6.293100868343579e+46
1040,8.0,0.02,0,1.3338721213588223e+49
1040,8.0,0.02,1,9.088731521695328e+46
1040,75.25,0.02,0,2.0063751411849996e+48
1040,75.25,0.02,1,5.993960182375689e+46
1040,21.75,0.02,0,5.794960867265992e+48
1040,21.75,0.02,1,6.306343695360422e+46
1040,3.0,0.02,0,3.4475597014140974e+49
1040,3.0,0.02,1,9.286435722599465e+46
1040,84.5,0.02,0,2.010620075980496e+48
1040,84.5,0.02,1,6.087417060664113e+46
1040,91.25,0.02,0,1.9698998442307138e+48
1040,91.25,0.02,1,6.058786506458902e+46
1040,31.75,0.02,0,5.7826094306908075e+48
1040,31.75,0.02,1,6.088196757197436e+46
1040,5.5,0.02,0,1.3939011041996655e+49
1040,5.5,0.02,1,9.278031367500612e+46
1040,30.5,0.02,0,5.782501827617678e+48
1040,30.5,0.02,1,6.143391203893405e+46
1040,38.5,0.02,0,5.7766523355380804e+48
1040,38.5,0.02,1,6.099371038777392e+46
1040,86.25,0.02,0,2.0106846122941733e+48
1040,86.25,0.02,1,6.067552665847819e+46
1040,15.0,0.02,0,7.942669476076864e+48
1040,15.0,0.02,1,7.254881455455902e+46
1040,47.25,0.02,0,5.7524641401075715e+48
1040,47.25,0.02,1,6.100392938143915e+46
1040,66.5,0.02,0,5.6899745524156195e+48
1040,66.5,0.02,1,6.043099656388998e+46
1040,94.5,0.02,0,2.4339895269261013e+47
1040,94.5,0.02,1,6.045994625511963e+46
1040,14.25,0.02,0,8.057881219672291e+48
1040,14.25,0.02,1,7.238530601298825e+46
1040,18.0,0.02,0,5.8005721212080783e+48
1040,18.0,0.02,1,6.509105286503154e+46
1040,82.5,0.02,0,2.0080854752654267e+48
1040,82.5,0.02,1,6.063491617521836e+46
1040,45.25,0.02,0,5.753823858732436e+48
1040,45.25,0.02,1,6.105754515822819e+46
1040,77.75,0.02,0,2.0062194560053137e+48
1040,77.75,0.02,1,6.091593827488494e+46
1040,82.0,0.02,0,2.0078564678768712e+48
1040,82.0,0.02,1,6.090070414416719e+46
1040,42.75,0.02,0,5.7577750204765415e+48
1040,42.75,0.02,1,6.0923545094391e+46
1040,56.0,0.02,0,5.740614150924866e+48
1040,56.0,0.02,1,6.091718592880685e+46
1040,85.0,0.02,0,2.0104661927415293e+48
1040,85.0,0.02,1,6.099554949845508e+46
1040,74.0,0.02,0,2.0049814213835596e+48
1040,74.0,0.02,1,5.97349210537234e+46
1040,89.5,0.02,0,2.0143445906487084e+48
1040,89.5,0.02,1,6.089996214571942e+46
1040,87.0,0.02,0,2.0106763997741597e+48
1040,87.0,0.02,1,6.059486724652585e+46
1040,2.5,0.02,0,3.699508933916874e+49
1040,2.5,0.02,1,9.275105924364405e+46
1040,90.75,0.02,0,1.969657740822559e+48
1040,90.75,0.02,1,6.083492628598836e+46
1040,19.25,0.02,0,5.80123399841482e+48
1040,19.25,0.02,1,6.437073339254593e+46
1040,73.25,0.02,0,2.0050802222324103e+48
1040,73.25,0.02,1,5.97966980200791e+46
1040,13.75,0.02,0,8.156472126441429e+48
1040,13.75,0.02,1,7.23355104116023e+46
1040,69.5,0.02,0,4.1583248825335194e+48
1040,69.5,0.02,1,6.013081144389364e+46
1040,92.5,0.02,0,1.9759698099821696e+48
1040,92.5,0.02,1,6.059756816625546e+46
1040,43.5,0.02,0,5.757300500988922e+48
1040,43.5,0.02,1,6.083221213546583e+46
1040,63.25,0.02,0,5.6855300893985205e+48
1040,63.25,0.02,1,6.090583714063446e+46
1040,41.0,0.02,0,5.758449150526355e+48
1040,41.0,0.02,1,6.084927113827272e+46
1040,11.25,0.02,0,6.612161517891382e+48
1040,11.25,0.02,1,7.397339649097017e+46
1031,17.5,0.02,0,6.609484483132075e+48
1031,17.5,0.02,1,8.64140718935146e+46
1031,73.0,0.02,0,2.0014611158285562e+48
1031,73.0,0.02,1,4.679910972199833e+46
1031,85.0,0.02,0,1.997759462505755e+48
1031,85.0,0.02,1,4.618978542183185e+46
1031,26.5,0.02,0,6.498745063423696e+48
1031,26.5,0.02,1,8.406161440518832e+46
1031,60.5,0.02,0,2.002549994448171e+48
1031,60.5,0.02,1,4.683437638903116e+46
1031,33.25,0.02,0,6.489941314627374e+48
1031,33.25,0.02,1,7.798255064740966e+46
1031,21.5,0.02,0,6.602079916280809e+48
1031,21.5,0.02,1,8.506981339890945e+46
1031,2.0,0.02,0,2.59900079193217e+49
1031,2.0,0.02,1,2.5846027728404036e+49
1031,64.75,0.02,0,2.002139601091214e+48
1031,64.75,0.02,1,4.691926819762865e+46
1031,100.0,0.02,0,4.0333329355773713e+46
1031,100.0,0.02,1,4.4779591442119015e+46
1031,66.0,0.02,0,2.0020389988089226e+48
1031,66.0,0.02,1,4.70329782863491e+46
1031,55.25,0.02,0,2.0026542285840148e+48
1031,55.25,0.02,1,4.706810436152072e+46
1031,69.75,0.02,0,2.0017023685880428e+48
1031,69.75,0.02,1,4.696810532670859e+46
1031,16.25,0.02,0,6.612116020353706e+48
1031,16.25,0.02,1,8.652442504251396e+46
1031,17.0,0.02,0,6.611838958772785e+48
1031,17.0,0.02,1,8.684211700762372e+46
1031,63.5,0.02,0,2.0020703738288116e+48
1031,63.5,0.02,1,4.697252192867624e+46
1031,27.0,0.02,0,6.498548160696593e+48
1031,27.0,0.02,1,8.429094250730254e+46
1031,49.0,0.02,0,2.0072462478387316e+48
1031,49.0,0.02,1,4.725884486739661e+46
1031,29.0,0.02,0,6.49479194280322e+48
1031,29.0,0.02,1,8.297877405903e+46
1031,23.25,0.02,0,6.598979114117175e+48
1031,23.25,0.02,1,8.4856278897224e+46
1031,28.25,0.02,0,6.498618989370032e+48
1031,28.25,0.02,1,8.426754816802565e+46
1031,51.0,0.02,0,2.0031364826936032e+48
1031,51.0,0.02,1,4.684949795649281e+46
1031,38.25,0.02,0,6.477045106763424e+48
1031,38.25,0.02,1,7.675977634861614e+46
1031,7.0,0.02,0,1.3340626527902393e+49
1031,7.0,0.02,1,9.136265088640063e+46
1031,95.0,0.02,0,1.9612027201015733e+48
1031,95.0,0.02,1,4.617956631707644e+46
1031,96.75,0.02,0,3.9526092981383397e+46
1031,96.75,0.02,1,4.620691049531293e+46
1031,78.0,0.02,0,1.996746292198273e+48
1031,78.0,0.02,1,4.617482897001863e+46
1031,53.5,0.02,0,2.0026773542348613e+48
1031,53.5,0.02,1,4.701312098324663e+46
1031,61.75,0.02,0,2.002319713513622e+48
1031,61.75,0.02,1,4.707452459580549e+46
1031,8.75,0.02,0,1.333626318576017e+49
1031,8.75,0.02,1,9.033932069100337e+46
1031,24.0,0.02,0,6.59913058334222e+48
1031,24.0,0.02,1,8.473010833944607e+46
1031,69.25,0.02,0,2.0019381562764178e+48
1031,69.25,0.02,1,4.672281719106355e+46
1031,86.75,0.02,0,1.9596437700513842e+48
1031,86.75,0.02,1,4.4843044354258917e+46
1031,98.75,0.02,0,3.949640863076931e+46
1031,98.75,0.02,1,4.6225155548253e+46
1031,68.5,0.02,0,2.001813443109527e+48
1031,68.5,0.02,1,4.683891873453509e+46
1031,3.75,0.02,0,3.891910937415129e+49
1031,3.75,0.02,1,9.025314197036917e+46
1031,65.5,0.02,0,2.0024259750589837e+48
1031,65.5,0.02,1,4.663676150997636e+46
1031,56.0,0.02,0,2.0028575870490184e+48
1031,56.0,0.02,1,4.687020413635049e+46
1031,75.5,0.02,0,1.9970684856064206e+48
1031,75.5,0.02,1,4.633280737808326e+46
1031,91.25,0.02,0,1.9591540145648593e+48
1031,91.25,0.02,1,4.618250259782568e+46
1031,84.25,0.02,0,1.9978220492388584e+48
1031,84.25,0.02,1,4.620902081064301e+46
1031,34.0,0.02,0,6.489920740697565e+48
1031,34.0,0.02,1,7.772667562561158e+46
1031,48.5,0.02,0,2.0075852254109277e+48
1031,48.5,0.02,1,4.690182475522961e+46
1031,94.25,0.02,0,1.9612082817416455e+48
1031,94.25,0.02,1,4.617171760020557e+46
1031,81.25,0.02,0,1.996762705347277e+48
1031,81.25,0.02,1,4.616910551502645e+46
1031,20.75,0.02,0,6.606378969504559e+48
1031,20.75,0.02,1,8.504385547935842e+46
1031,62.25,0.02,0,2.002386670706559e+48
1031,62.25,0.02,1,4.701370782166384e+46
1031,32.75,0.02,0,6.49384655821506e+48
1031,32.75,0.02,1,7.786297840535859e+46
1031,99.25,0.02,0,3.8907925584451745e+46
1031,99.25,0.02,1,4.620766947470785e+46
1031,42.25,0.02,0,2.0035647060684375e+48
1031,42.25,0.02,1,5.244828697153011e+46
1031,61.0,0.02,0,2.00242395405104e+48
1031,61.0,0.02,1,4.6961858080846e+46
1031,72.25,0.02,0,2.0014839651428174e+48
1031,72.25,0.02,1,4.677265632021825e+46
1031,50.25,0.02,0,2.003065851977111e+48
1031,50.25,0.02,1,4.69138802132809e+46
1031,9.5,0.02,0,1.3336038946112132e+49
1031,9.5,0.02,1,9.034603287875872e+46
1031,7.5,0.02,0,1.3336575301056088e+49
1031,7.5,0.02,1,9.12498758360107e+46
1031,4.5,0.02,0,2.0273410508089207e+49
1031,4.5,0.02,1,9.025046239117786e+46
1031,5.0,0.02,0,2.013399903658701e+49
1031,5.0,0.02,1,9.032790866158452e+46
1031,58.5,0.02,0,2.0022031241227706e+48
1031,58.5,0.02,1,4.716521298943161e+46
1031,98.0,0.02,0,3.955567453970309e+46
1031,98.0,0.02,1,4.618237755681325e+46
1031,88.75,0.02,0,1.9583076791852952e+48
1031,88.75,0.02,1,4.618688103060079e+46
1031,81.75,0.02,0,1.9966690490134435e+48
1031,81.75,0.02,1,4.626669686732807e+46
1031,51.5,0.02,0,2.0028591159187972e+48
1031,51.5,0.02,1,4.713289643680825e+46
1031,42.75,0.02,0,2.007327485535128e+48
1031,42.75,0.02,1,4.773136983506397e+46
1031,52.75,0.02,0,2.003050027257005e+48
1031,52.75,0.02,1,4.69495574383641e+46
1031,68.0,0.02,0,2.001778320499406e+48
1031,68.0,0.02,1,4.686622484281503e+46
1031,1.25,0.02,0,7.709395732412269e+45
1031,1.25,0.02,1,5.737896621784908e+49
1031,79.25,0.02,0,1.996707507328803e+48
1031,79.25,0.02,1,4.621892998055006e+46
1031,54.75,0.02,0,2.0028722504365175e+48
1031,54.75,0.02,1,4.684443571236829e+46
1031,24.5,0.02,0,6.595203107599043e+48
1031,24.5,0.02,1,8.48873324756404e+46
1031,47.25,0.02,0,2.0076006068986592e+48
1031,47.25,0.02,1,4.71279221257485e+46
1031,34.5,0.02,0,6.488118126433749e+48
1031,34.5,0.02,1,7.667625257207604e+46
1031,0.0,0.02,1,7.18165145716303e+49
1031,41.0,0.02,0,4.680941068119473e+48
1031,41.0,0.02,1,7.662075151780845e+46
1031,10.0,0.02,0,2.592535806907854e+49
1031,10.0,0.02,1,9.111389950487048e+46
1031,39.5,0.02,0,9.171366029398917e+48
1031,39.5,0.02,1,7.691494007145616e+46
1031,44.75,0.02,0,2.0074827536907533e+48
1031,44.75,0.02,1,4.723180768308075e+46
1031,66.75,0.02,0,2.0020457675924403e+48
1031,66.75,0.02,1,4.698616040041646e+46
1031,54.0,0.02,0,2.0026088964582617e+48
1031,54.0,0.02,1,4.709210696217364e+46
1031,12.0,0.02,0,2.5972872640130337e+49
1031,12.0,0.02,1,8.923207839090047e+46
1031,77.25,0.02,0,1.9967449827938987e+48
1031,77.25,0.02,1,4.617344456423954e+46
1031,49.75,0.02,0,2.0071967973335513e+48
1031,49.75,0.02,1,4.72572228431567e+46
1031,13.25,0.02,0,1.923839854001073e+49
1031,13.25,0.02,1,8.877107593268513e+46
1031,37.75,0.02,0,6.477086301137574e+48
1031,37.75,0.02,1,7.669157445365475e+46
1031,96.25,0.02,0,1.9611768021973095e+48
1031,96.25,0.02,1,4.621171386604569e+46
1031,59.75,0.02,0,2.0024739001203146e+48
1031,59.75,0.02,1,4.690445107824096e+46
1031,6.25,0.02,0,1.3340050934360432e+49
1031,6.25,0.02,1,9.029157603144258e+46
1031,36.5,0.02,0,6.4838837177307e+48
1031,36.5,0.02,1,7.66466139913439e+46
1031,18.75,0.02,0,6.60941970077868e+48
1031,18.75,0.02,1,8.65307455383305e+46
1031,93.0,0.02,0,1.9611679756974768e+48
1031,93.0,0.02,1,4.62077052848405e+46
1031,20.25,0.02,0,6.606467101704344e+48
1031,20.25,0.02,1,8.597875656445522e+46
1031,63.0,0.02,0,2.0020988253781594e+48
1031,63.0,0.02,1,4.693800000483031e+46
1031,31.5,0.02,0,6.49112070851595e+48
1031,31.5,0.02,1,8.140206163572915e+46
1031,71.75,0.02,0,2.001891408029883e+48
1031,71.75,0.02,1,4.677801893599057e+46
1031,37.0,0.02,0,6.481590825411802e+48
1031,37.0,0.02,1,7.688062746553226e+46
1031,90.0,0.02,0,1.958294182674863e+48
1031,90.0,0.02,1,4.620709601771073e+46
1031,52.25,0.02,0,2.0029456869324468e+48
1031,52.25,0.02,1,4.70466192682015e+46
1031,45.25,0.02,0,2.007310401583316e+48
1031,45.25,0.02,1,4.742116800737361e+46
1031,22.75,0.02,0,6.598962153186902e+48
1031,22.75,0.02,1,8.484804040927941e+46
1031,25.75,0.02,0,6.595445322110358e+48
1031,25.75,0.02,1,8.45152977688817e+46
1031,59.0,0.02,0,2.002220312216986e+48
1031,59.0,0.02,1,4.715417627627696e+46
1031,0.75,0.02,0,1.9240754184088553e+46
1031,0.75,0.02,1,6.449838630155558e+49
1031,35.25,0.02,0,6.483619731873092e+48
1031,35.25,0.02,1,7.695108914931741e+46
1031,10.75,0.02,0,2.5948424815293946e+49
1031,10.75,0.02,1,9.12630804940432e+46
1031,57.25,0.02,0,2.0026504858228212e+48
1031,57.25,0.02,1,4.708488725034991e+46
1031,89.25,0.02,0,1.958352141691351e+48
1031,89.25,0.02,1,4.61454189045325e+46
1031,73.5,0.02,0,2.001549204055216e+48
1031,73.5,0.02,1,4.678884461683297e+46
1031,15.75,0.02,0,6.610113111875534e+48
1031,15.75,0.02,1,8.893722071040421e+46
1031,12.5,0.02,0,2.596146370512961e+49
1031,12.5,0.02,1,8.882251266849981e+46
1031,97.5,0.02,0,3.951480010430681e+46
1031,97.5,0.02,1,4.622209770976281e+46
1031,25.25,0.02,0,6.595384902305593e+48
1031,25.25,0.02,1,8.454649426875361e+46
1031,29.5,0.02,0,6.494773086336321e+48
1031,29.5,0.02,1,8.298402266006247e+46
1031,76.75,0.02,0,1.9970981658341158e+48
1031,76.75,0.02,1,4.629544268780096e+46
1031,80.5,0.02,0,1.9967617779138192e+48
1031,80.5,0.02,1,4.616727148242282e+46
1031,82.5,0.02,0,1.9979472642718845e+48
1031,82.5,0.02,1,4.624602390243308e+46
1031,40.25,0.02,0,9.171007623497054e+48
1031,40.25,0.02,1,7.662359076720361e+46
1031,35.75,0.02,0,6.4837016677671e+48
1031,35.75,0.02,1,7.689549798702421e+46
1031,79.75,0.02,0,1.9967443126003395e+48
1031,79.75,0.02,1,4.618396328164317e+46
1031,46.5,0.02,0,2.007733808062712e+48
1031,46.5,0.02,1,4.696603719952785e+46
1031,27.75,0.02,0,6.498782490288205e+48
1031,27.75,0.02,1,8.407954283960606e+46
1031,71.0,0.02,0,2.0019775963354508e+48
1031,71.0,0.02,1,4.670973166179142e+46
1031,57.75,0.02,0,2.0023070636135103e+48
1031,57.75,0.02,1,4.708982561141022e+46
1031,30.25,0.02,0,6.494925423495406e+48
1031,30.25,0.02,1,8.28578978005185e+46
1031,8.25,0.02,0,1.333510407710674e+49
1031,8.25,0.02,1,9.126962032634403e+46
1031,76.0,0.02,0,1.997040062366008e+48
1031,76.0,0.02,1,4.636466783318201e+46
1031,22.0,0.02,0,6.598846207184619e+48
1031,22.0,0.02,1,8.49574077008268e+46
1031,3.25,0.02,0,4.167703131170425e+49
1031,3.25,0.02,1,9.116146145736802e+46
1031,85.5,0.02,0,1.9977761552266008e+48
1031,85.5,0.02,1,4.617516050723002e+46
1031,92.5,0.02,0,1.959205306464109e+48
1031,92.5,0.02,1,4.613351234504988e+46
1031,32.0,0.02,0,6.493700588483408e+48
1031,32.0,0.02,1,7.798313731787035e+46
1031,5.75,0.02,0,2.587433318472893e+49
1031,5.75,0.02,1,9.227214243321783e+46
1031,30.75,0.02,0,6.491794272973119e+48
1031,30.75,0.02,1,8.244698061047798e+46
1031,39.0,0.02,0,6.476727568881757e+48
1031,39.0,0.02,1,7.684753346119106e+46
1031,87.5,0.02,0,1.958291276704719e+48
1031,87.5,0.02,1,4.619954095499149e+46
1031,15.0,0.02,0,6.612764849352226e+48
1031,15.0,0.02,1,8.8890807031105e+46
1031,47.75,0.02,0,2.0078460732255278e+48
1031,47.75,0.02,1,4.691787223129054e+46
1031,67.25,0.02,0,2.002113109944477e+48
1031,67.25,0.02,1,4.692577550408874e+46
1031,95.5,0.02,0,1.96114324183322e+48
1031,95.5,0.02,1,4.624313826926269e+46
1031,14.5,0.02,0,6.61590922990717e+48
1031,14.5,0.02,1,8.889844635335245e+46
1031,18.25,0.02,0,6.609277065612027e+48
1031,18.25,0.02,1,8.666035876142097e+46
1031,83.75,0.02,0,1.997838466014236e+48
1031,83.75,0.02,1,4.619034097435432e+46
1031,46.0,0.02,0,2.0074068510572675e+48
1031,46.0,0.02,1,4.728298012417521e+46
1031,78.5,0.02,0,1.9967009771565305e+48
1031,78.5,0.02,1,4.622270212338429e+46
1031,83.0,0.02,0,1.9979725515242325e+48
1031,83.0,0.02,1,4.621710305207899e+46
1031,43.5,0.02,0,2.007095914314787e+48
1031,43.5,0.02,1,4.772072161881841e+46
1031,56.5,0.02,0,2.0025629898266546e+48
1031,56.5,0.02,1,4.716484535263929e+46
1031,86.25,0.02,0,1.9977758425240523e+48
1031,86.25,0.02,1,4.617443459280443e+46
1031,74.75,0.02,0,2.001596927802394e+48
1031,74.75,0.02,1,4.674779706301041e+46
1031,90.5,0.02,0,1.959212811497591e+48
1031,90.5,0.02,1,4.612027654556557e+46
1031,88.0,0.02,0,1.958290636992614e+48
1031,88.0,0.02,1,4.620137987043725e+46
1031,2.5,0.02,0,4.6172771859402144e+49
1031,2.5,0.02,1,9.199751633725247e+46
1031,91.75,0.02,0,1.9605154608137553e+48
1031,91.75,0.02,1,4.482248731090821e+46
1031,19.5,0.02,0,6.609178712328446e+48
1031,19.5,0.02,1,8.635857918926126e+46
1031,74.25,0.02,0,2.0016661380155168e+48
1031,74.25,0.02,1,4.667512542659475e+46
1031,13.75,0.02,0,1.9257240026652525e+49
1031,13.75,0.02,1,8.89103076947221e+46
1031,70.5,0.02,0,2.0019348559745235e+48
1031,70.5,0.02,1,4.674266259277361e+46
1031,93.75,0.02,0,1.961152252294298e+48
1031,93.75,0.02,1,4.622703640247958e+46
1031,44.0,0.02,0,2.0072562743915964e+48
1031,44.0,0.02,1,4.758466019660726e+46
1031,64.25,0.02,0,2.002242837475173e+48
1031,64.25,0.02,1,4.680613249126901e+46
1031,41.5,0.02,0,4.70469687386603e+48
1031,41.5,0.02,1,5.257268922421803e+46
1031,11.25,0.02,0,2.596157004250619e+49
1031,11.25,0.02,1,8.929497602179388e+46
1057,20.5,0.02,0,1.1403884992658409e+49
1057,20.5,0.02,1,1.428098798657313e+47
1057,85.25,0.02,0,1.3915278620442856e+46
1057,85.25,0.02,1,1.3107170730069103e+47
1057,99.25,0.02,0,1.4798864208029042e+46
1057,99.25,0.02,1,1.2745450257584487e+47
1057,31.0,0.02,0,6.820118303591216e+48
1057,31.0,0.02,1,1.399682949758616e+47
1057,70.5,0.02,0,1.259802685836884e+46
1057,70.5,0.02,1,1.3248963285366882e+47
1057,39.0,0.02,0,5.2016382415604277e+48
1057,39.0,0.02,1,1.3940729051833025e+47
1057,25.0,0.02,0,9.555688153648053e+48
1057,25.0,0.02,1,1.4283479708635172e+47
1057,2.25,0.02,0,3.704091223300336e+46
1057,2.25,0.02,1,1.2719203310098874e+49
1057,75.75,0.02,0,1.2563074183899797e+46
1057,75.75,0.02,1,1.3247994701665311e+47
1057,77.25,0.02,0,1.2565063692724018e+46
1057,77.25,0.02,1,1.3248068666882943e+47
1057,64.75,0.02,0,6.500634165522142e+46
1057,64.75,0.02,1,1.3249928028329622e+47
1057,81.5,0.02,0,1.3868218387403014e+46
1057,81.5,0.02,1,1.3110292518757543e+47
1057,19.0,0.02,0,1.138329656081539e+49
1057,19.0,0.02,1,1.4282981771402058e+47
1057,19.75,0.02,0,1.1383286924570569e+49
1057,19.75,0.02,1,1.4283766321971265e+47
1057,74.25,0.02,0,1.2647917920753034e+46
1057,74.25,0.02,1,1.323911631044002e+47
1057,31.5,0.02,0,6.815643821534325e+48
1057,31.5,0.02,1,1.3993865433740742e+47
1057,57.25,0.02,0,4.3723254325919786e+48
1057,57.25,0.02,1,1.3459064447420897e+47
1057,33.75,0.02,0,5.292750223370334e+48
1057,33.75,0.02,1,1.3985204329054449e+47
1057,27.25,0.02,0,9.512840285029107e+48
1057,27.25,0.02,1,1.425294577991276e+47
1057,33.0,0.02,0,6.073931550317038e+48
1057,33.0,0.02,1,1.3985508836117636e+47
1057,59.5,0.02,0,1.2223972789158337e+48
1057,59.5,0.02,1,1.3361337261858674e+47
1057,44.75,0.02,0,5.187586020134522e+48
1057,44.75,0.02,1,1.347006230758331e+47
1057,8.0,0.02,0,1.4969733502616164e+49
1057,8.0,0.02,1,1.3598516994670027e+47
1057,91.25,0.02,0,1.460127611537463e+46
1057,91.25,0.02,1,1.2970264900109149e+47
1057,62.5,0.02,0,6.462709421034679e+46
1057,62.5,0.02,1,1.3359244721857057e+47
1057,72.0,0.02,0,1.2565986955420827e+46
1057,72.0,0.02,1,1.3247868807844097e+47
1057,10.25,0.02,0,1.3876253320866695e+49
1057,10.25,0.02,1,1.335289727210136e+47
1057,28.0,0.02,0,7.813837533005036e+48
1057,28.0,0.02,1,1.4263873021841112e+47
1057,81.0,0.02,0,1.3878789444456345e+46
1057,81.0,0.02,1,1.3108979507970887e+47
1057,80.25,0.02,0,1.3872551342074185e+46
1057,80.25,0.02,1,1.31093511378717e+47
1057,4.5,0.02,0,1.0694134356344145e+49
1057,4.5,0.02,1,4.622763980429359e+48
1057,76.5,0.02,0,1.2611193465136317e+46
1057,76.5,0.02,1,1.3243398925676985e+47
1057,65.5,0.02,0,6.481206775775135e+46
1057,65.5,0.02,1,1.3248535440959384e+47
1057,88.25,0.02,0,1.4553106704514507e+46
1057,88.25,0.02,1,1.2976691686024602e+47
1057,98.5,0.02,0,1.4514235995250296e+46
1057,98.5,0.02,1,1.2774205064734595e+47
1057,39.75,0.02,0,5.201686787802216e+48
1057,39.75,0.02,1,1.3496665539065223e+47
1057,56.5,0.02,0,4.372335808424927e+48
1057,56.5,0.02,1,1.3457808738852393e+47
1057,94.75,0.02,0,1.4856393257681266e+46
1057,94.75,0.02,1,1.274120221062097e+47
1057,24.25,0.02,0,9.563291501166439e+48
1057,24.25,0.02,1,1.427811348535838e+47
1057,72.75,0.02,0,1.2621156692818356e+46
1057,72.75,0.02,1,1.3241452978414124e+47
1057,38.25,0.02,0,5.201709294648126e+48
1057,38.25,0.02,1,1.3933443595969715e+47
1057,49.25,0.02,0,5.180035922999273e+48
1057,49.25,0.02,1,1.3471860750443802e+47
1057,71.25,0.02,0,1.255392314515289e+46
1057,71.25,0.02,1,1.324915313528115e+47
1057,84.5,0.02,0,1.3888041554847777e+46
1057,84.5,0.02,1,1.3109500066406228e+47
1057,58.75,0.02,0,4.3755404719377633e+48
1057,58.75,0.02,1,1.3450050577477317e+47
1057,11.0,0.02,0,1.3867946028713217e+49
1057,11.0,0.02,1,1.3346444438518008e+47
1057,8.75,0.02,0,1.243121131065813e+49
1057,8.75,0.02,1,1.3360628106161598e+47
1057,5.25,0.02,0,1.5146477312142313e+49
1057,5.25,0.02,1,1.37985683506855e+47
1057,6.0,0.02,0,1.5141326465175522e+49
1057,6.0,0.02,1,1.329740623897855e+47
1057,68.5,0.02,0,1.315038526409824e+46
