MCLU,TIME[Myr],Z,NB_P,EBIN
1054,36.25,0.02,1,5.276815786044468e+46
1054,32.5,0.02,0,2.690921105265783e+47
1054,32.5,0.02,1,5.513952127827746e+46
1054,72.25,0.02,0,1.6501118378556782e+46
1054,72.25,0.02,1,4.131489470518338e+46
1054,42.0,0.02,0,2.705237464132608e+47
1054,42.0,0.02,1,4.8475951741457e+46
1054,93.25,0.02,0,1.653853298134783e+46
1054,93.25,0.02,1,4.1322459141690903e+46
1054,25.0,0.02,0,2.7010963712117824e+47
1054,25.0,0.02,1,5.58984372527859e+46
1054,64.25,0.02,0,1.651912116164793e+46
1054,64.25,0.02,1,4.2028172738829284e+46
1054,52.25,0.02,0,1.6607708029040535e+46
1054,52.25,0.02,1,4.199355877159876e+46
1054,95.5,0.02,0,2.532419281666318e+46
1054,95.5,0.02,1,3.254224041488508e+46
1054,27.25,0.02,0,2.698344184964039e+47
1054,27.25,0.02,1,5.566785941405311e+46
1054,7.5,0.02,0,1.4155187733170407e+49
1054,7.5,0.02,1,5.90980931663965e+46
1054,68.75,0.02,0,1.697691451437906e+46
1054,68.75,0.02,1,4.129967247941987e+46
1054,20.0,0.02,0,4.869489480288607e+47
1054,20.0,0.02,1,5.712167482097342e+46
1054,2.75,0.02,0,5.302416698878865e+49
1054,2.75,0.02,1,6.472742534424365e+46
1054,77.25,0.02,0,1.6534437667246968e+46
1054,77.25,0.02,1,4.1291635783583466e+46
1054,83.5,0.02,0,1.6452375708453868e+46
1054,83.5,0.02,1,4.139354428364847e+46
1054,29.0,0.02,0,2.6972297384863492e+47
1054,29.0,0.02,1,5.516225774592839e+46
1054,5.0,0.02,0,4.112531331389007e+49
1054,5.0,0.02,1,6.3225940837898e+46
1054,27.75,0.02,0,2.69910612011156e+47
1054,27.75,0.02,1,5.528191587762272e+46
1054,35.25,0.02,0,2.6897502959139937e+47
1054,35.25,0.02,1,5.498742136074463e+46
1054,79.0,0.02,0,1.6480791198715577e+46
1054,79.0,0.02,1,4.134961664951777e+46
1054,13.75,0.02,0,2.9052211646677232e+48
1054,13.75,0.02,1,5.74504673918454e+46
1054,43.25,0.02,0,2.7038423554922587e+47
1054,43.25,0.02,1,4.834104527354694e+46
1054,60.75,0.02,0,1.6566897699769589e+46
1054,60.75,0.02,1,4.19586398510922e+46
1054,86.25,0.02,0,1.648325143859908e+46
1054,86.25,0.02,1,4.1369293702202015e+46
1054,13.0,0.02,0,2.906562875589783e+48
1054,13.0,0.02,1,5.74105147318775e+46
1054,16.5,0.02,0,2.893367506580695e+48
1054,16.5,0.02,1,5.73654425645785e+46
1054,75.5,0.02,0,1.6471728865559222e+46
1054,75.5,0.02,1,4.135067893998969e+46
1054,41.5,0.02,0,2.7054936329141552e+47
1054,41.5,0.02,1,5.018585220453754e+46
1054,71.0,0.02,0,1.649834412481597e+46
1054,71.0,0.02,1,4.1316466968583113e+46
1054,75.0,0.02,0,1.654046380912946e+46
1054,75.0,0.02,1,4.128188922184019e+46
1054,92.5,0.02,0,1.658338224119193e+46
1054,92.5,0.02,1,4.1276184752672315e+46
1054,39.25,0.02,0,2.704907747758814e+47
1054,39.25,0.02,1,5.12333923322275e+46
1054,51.25,0.02,0,1.6546027585454927e+46
1054,51.25,0.02,1,4.254523575110092e+46
1054,97.25,0.02,0,1.6667843523364548e+46
1054,97.25,0.02,1,4.121046242914763e+46
1054,77.75,0.02,0,1.648199371681052e+46
1054,77.75,0.02,1,4.134611148512236e+46
1054,67.5,0.02,0,1.693899159298506e+46
1054,67.5,0.02,1,4.1357520082024904e+46
1054,81.75,0.02,0,1.6463259504875716e+46
1054,81.75,0.02,1,4.137791570362028e+46
1054,92.0,0.02,0,1.6531798869283813e+46
1054,92.0,0.02,1,4.1326270357452735e+46
1054,79.5,0.02,0,1.6535864629451656e+46
1054,79.5,0.02,1,4.129548105984238e+46
1054,2.25,0.02,0,5.347516337226056e+49
1054,2.25,0.02,1,6.497519643749796e+46
1054,83.0,0.02,0,1.6575958282819004e+46
1054,83.0,0.02,1,4.1267032511646887e+46
1054,98.25,0.02,0,2.522324344276624e+46
1054,98.25,0.02,1,3.2569685923403167e+46
1054,17.5,0.02,0,2.8725791276059062e+48
1054,17.5,0.02,1,5.732740878168596e+46
1054,67.0,0.02,0,1.6968456099055973e+46
1054,67.0,0.02,1,4.13211784193249e+46
1054,95.0,0.02,0,2.529516606996556e+46
1054,95.0,0.02,1,3.25688065241946e+46
1054,12.5,0.02,0,2.9065704170443864e+48
1054,12.5,0.02,1,5.785886273219467e+46
1054,63.75,0.02,0,1.6552652117234858e+46
1054,63.75,0.02,1,4.199073176867732e+46
1054,84.75,0.02,0,1.6563548916442414e+46
1054,84.75,0.02,1,4.128510762330818e+46
1054,39.75,0.02,0,2.7027102428835893e+47
1054,39.75,0.02,1,5.1282788758943e+46
1054,58.0,0.02,0,1.655316236982012e+46
1054,58.0,0.02,1,4.1957073624899613e+46
1054,37.5,0.02,0,2.705956787608913e+47
1054,37.5,0.02,1,5.31147792066561e+46
1054,10.25,0.02,0,1.4157716212625608e+49
1054,10.25,0.02,1,5.835393334034877e+46
1026,22.75,0.02,0,5.2141593216045184e+48
1026,22.75,0.02,1,6.050458608947463e+46
1026,94.25,0.02,0,1.5667761070901494e+46
1026,94.25,0.02,1,5.74307546531315e+46
1026,34.25,0.02,0,2.4307024235240228e+48
1026,34.25,0.02,1,5.572362401304025e+46
1026,78.0,0.02,0,1.630530220009824e+47
1026,78.0,0.02,1,5.806016637825578e+46
1026,43.0,0.02,0,2.571971418664802e+48
1026,43.0,0.02,1,5.466286525218255e+46
1026,27.75,0.02,0,2.978898199773739e+48
1026,27.75,0.02,1,6.032993257525051e+46
1026,2.5,0.02,0,1.5632313620421693e+49
1026,2.5,0.02,1,2.807046901540931e+48
1026,83.75,0.02,0,1.564880663143116e+46
1026,83.75,0.02,1,5.753138884471205e+46
1026,85.25,0.02,0,1.5619947908294998e+46
1026,85.25,0.02,1,5.751340409340774e+46
1026,71.5,0.02,0,2.2463005539980255e+47
1026,71.5,0.02,1,5.822052791863657e+46
1026,90.25,0.02,0,1.5638325823868685e+46
1026,90.25,0.02,1,5.745509304175874e+46
1026,21.25,0.02,0,3.814074734366245e+48
1026,21.25,0.02,1,6.488167991515052e+46
1026,22.0,0.02,0,5.3809603343437024e+48
1026,22.0,0.02,1,6.493363492709951e+46
1026,82.0,0.02,0,1.5670448986403203e+46
1026,82.0,0.02,1,5.750754043829208e+46
1026,35.0,0.02,0,2.4306266427918918e+48
1026,35.0,0.02,1,5.56512969952247e+46
1026,63.5,0.02,0,3.4871230632981e+47
1026,63.5,0.02,1,5.853553845556e+46
1026,37.5,0.02,0,2.4305990601832912e+48
1026,37.5,0.02,1,5.558882009804896e+46
1026,30.0,0.02,0,2.439273761978836e+48
1026,30.0,0.02,1,6.044235955165032e+46
1026,36.5,0.02,0,2.4306132370621288e+48
1026,36.5,0.02,1,5.55556438322649e+46
1026,65.75,0.02,0,3.4782424208852085e+47
1026,65.75,0.02,1,5.871858902288613e+46
1026,49.5,0.02,0,1.1162044579268812e+48
1026,49.5,0.02,1,5.44739034879258e+46
1026,9.0,0.02,0,6.778815023540124e+48
1026,9.0,0.02,1,6.8482041066828e+46
1026,69.0,0.02,0,3.4772300252954647e+47
1026,69.0,0.02,1,5.813320554506519e+46
1026,79.75,0.02,0,2.3363036558351606e+46
1026,79.75,0.02,1,5.798043540356378e+46
1026,11.5,0.02,0,6.390781883143866e+48
1026,11.5,0.02,1,6.852060063859982e+46
1026,31.0,0.02,0,2.4393524235888897e+48
1026,31.0,0.02,1,6.038284027214306e+46
1026,89.5,0.02,0,1.5759764063225663e+46
1026,89.5,0.02,1,5.73310309747671e+46
1026,88.5,0.02,0,1.5629944855586042e+46
1026,88.5,0.02,1,5.746382528190316e+46
1026,5.0,0.02,0,2.046955495644648e+49
1026,5.0,0.02,1,7.333262613794795e+46
1026,84.5,0.02,0,1.5557794919720555e+46
1026,84.5,0.02,1,5.762267154211498e+46
1026,72.25,0.02,0,2.24467550867029e+47
1026,72.25,0.02,1,5.801974463347069e+46
1026,97.5,0.02,0,1.5634220582677088e+46
1026,97.5,0.02,1,5.748043301327304e+46
1026,44.0,0.02,0,3.089368725087647e+48
1026,44.0,0.02,1,5.464735084092388e+46
1026,62.5,0.02,0,3.485261696150745e+47
1026,62.5,0.02,1,5.410783769691082e+46
1026,26.75,0.02,0,2.978570929046648e+48
1026,26.75,0.02,1,6.051187443274677e+46
1026,80.5,0.02,0,1.6044915210173994e+46
1026,80.5,0.02,1,5.807448207203729e+46
1026,42.25,0.02,0,2.4283835203490362e+48
1026,42.25,0.02,1,5.496035418414033e+46
1026,54.5,0.02,0,3.839735469087181e+47
1026,54.5,0.02,1,5.425095848722659e+46
1026,78.75,0.02,0,1.2298498651404608e+47
1026,78.75,0.02,1,5.809024617319349e+46
1026,93.5,0.02,0,1.5747373888131818e+46
1026,93.5,0.02,1,5.734879538877194e+46
1026,65.0,0.02,0,3.4802765048496872e+47
1026,65.0,0.02,1,5.869394329631782e+46
1026,12.25,0.02,0,5.949033426177107e+48
1026,12.25,0.02,1,6.824063112199339e+46
1026,9.75,0.02,0,8.808296428885299e+48
1026,9.75,0.02,1,6.854630363761557e+46
1026,5.75,0.02,0,2.116580775348895e+49
1026,5.75,0.02,1,7.339863713394398e+46
1026,6.5,0.02,0,2.1144222651769154e+49
1026,6.5,0.02,1,7.162412696401897e+46
1026,75.5,0.02,0,1.6392626937464018e+47
1026,75.5,0.02,1,5.805985383345691e+46
1026,66.75,0.02,0,3.477745728178718e+47
1026,66.75,0.02,1,5.853684616354139e+46
1026,55.25,0.02,0,3.8372087418817145e+47
1026,55.25,0.02,1,5.430577898940821e+46
1026,68.25,0.02,0,3.4800552075171486e+47
1026,68.25,0.02,1,5.806530124697795e+46
1026,87.75,0.02,0,1.575680928159521e+46
1026,87.75,0.02,1,5.733800446737469e+46
1026,1.75,0.02,0,6.064108226039426e+45
1026,1.75,0.02,1,1.9352800534740833e+49
1026,70.75,0.02,0,2.251280008736812e+47
1026,70.75,0.02,1,5.821885118045159e+46
1026,31.75,0.02,0,2.439323796702229e+48
1026,31.75,0.02,1,6.035381539767305e+46
1026,61.0,0.02,0,3.487748034452956e+47
1026,61.0,0.02,1,5.866306212744131e+46
1026,44.75,0.02,0,3.0890935976040185e+48
1026,44.75,0.02,1,5.463727870576567e+46
1026,0.0,0.02,1,2.1885750772955168e+49
1026,52.75,0.02,0,8.91766002988843e+47
1026,52.75,0.02,1,5.433521509264355e+46
1026,13.0,0.02,0,4.980723518187611e+48
1026,13.0,0.02,1,6.7647836885842e+46
1026,51.25,0.02,0,1.1135874559732655e+48
1026,51.25,0.02,1,5.450262426776743e+46
1026,57.75,0.02,0,2.351800996079509e+48
1026,57.75,0.02,1,5.444807133455091e+46
1026,86.25,0.02,0,1.5770715238914292e+46
1026,86.25,0.02,1,5.736396238748659e+46
1026,70.0,0.02,0,2.2579835181481634e+47
1026,70.0,0.02,1,5.806736829926774e+46
1026,15.5,0.02,0,4.97796990304605e+48
1026,15.5,0.02,1,6.727468646801303e+46
1026,100.0,0.02,0,1.562854687642188e+46
1026,100.0,0.02,1,5.74863825261229e+46
1026,64.25,0.02,0,3.485797758947425e+47
1026,64.25,0.02,1,5.859865720082909e+46
1026,17.0,0.02,0,4.976680734544432e+48
1026,17.0,0.02,1,6.567300012675322e+46
1026,48.75,0.02,0,1.1167135134528534e+48
1026,48.75,0.02,1,5.444100472952513e+46
1026,77.25,0.02,0,1.632396144489123e+47
1026,77.25,0.02,1,5.820190208665297e+46
1026,8.25,0.02,0,6.791051892169926e+48
1026,8.25,0.02,1,6.859359068849622e+46
1026,47.25,0.02,0,3.087574612171991e+48
1026,47.25,0.02,1,5.442875411673845e+46
1026,24.5,0.02,0,5.0906844192185234e+48
1026,24.5,0.02,1,6.028934665700012e+46
1026,26.0,0.02,0,2.978328275325595e+48
1026,26.0,0.02,1,6.042340294157127e+46
1026,81.25,0.02,0,1.5853482144864384e+46
1026,81.25,0.02,1,5.804091042612257e+46
1026,40.75,0.02,0,2.4283630514869487e+48
1026,40.75,0.02,1,5.492214735219363e+46
1026,92.75,0.02,0,1.572793532065985e+46
1026,92.75,0.02,1,5.736709855429405e+46
1026,48.0,0.02,0,1.1176757884209111e+48
1026,48.0,0.02,1,5.443951722439981e+46
1026,67.5,0.02,0,3.4803411774576962e+47
1026,67.5,0.02,1,5.816279581287254e+46
1026,58.5,0.02,0,3.833550106066687e+47
1026,58.5,0.02,1,5.897052271090477e+46
1026,29.25,0.02,0,2.4394230042491166e+48
1026,29.25,0.02,1,6.035106017014453e+46
1026,33.25,0.02,0,2.4307594558126245e+48
1026,33.25,0.02,1,5.565978404159907e+46
1026,76.5,0.02,0,1.6360787746126783e+47
1026,76.5,0.02,1,5.811012994736335e+46
1026,0.75,0.02,0,1.1588152782745992e+47
1026,0.75,0.02,1,1.9948198962818007e+49
1026,45.5,0.02,0,3.088456374397195e+48
1026,45.5,0.02,1,5.443379577475668e+46
1026,13.75,0.02,0,4.9804710448288887e+48
1026,13.75,0.02,1,6.723031284049914e+46
1026,74.0,0.02,0,1.6408815924215118e+47
1026,74.0,0.02,1,5.826553012233594e+46
1026,95.0,0.02,0,1.608371522484687e+46
1026,95.0,0.02,1,5.701619756492045e+46
1026,20.25,0.02,0,3.8165838751254414e+48
1026,20.25,0.02,1,6.49546874813323e+46
1026,16.25,0.02,0,4.9764878315391494e+48
1026,16.25,0.02,1,6.724146535177932e+46
1026,32.5,0.02,0,2.4390708289270814e+48
1026,32.5,0.02,1,6.051778674300142e+46
1026,38.25,0.02,0,2.4285099549880117e+48
1026,38.25,0.02,1,5.495909616255797e+46
1026,99.25,0.02,0,1.561592716798513e+46
1026,99.25,0.02,1,5.749708165842042e+46
1026,52.0,0.02,0,1.1121540575945039e+48
1026,52.0,0.02,1,5.441027953183276e+46
1026,46.25,0.02,0,3.0873887861636615e+48
1026,46.25,0.02,1,5.450106354765775e+46
1026,60.25,0.02,0,3.4878635939683703e+47
1026,60.25,0.02,1,5.864951136298941e+46
1026,35.75,0.02,0,2.430652090726132e+48
1026,35.75,0.02,1,5.562050084245185e+46
1026,91.75,0.02,0,1.5718358857635708e+46
1026,91.75,0.02,1,5.737754941876929e+46
1026,74.75,0.02,0,1.6400990304957576e+47
1026,74.75,0.02,1,5.810383191031969e+46
1026,39.0,0.02,0,2.4284388538020812e+48
1026,39.0,0.02,1,5.491395120331726e+46
1026,10.5,0.02,0,6.396637508728023e+48
1026,10.5,0.02,1,6.830619486573335e+46
1026,98.25,0.02,0,1.5591405947465105e+46
1026,98.25,0.02,1,5.751874634445934e+46
1026,28.5,0.02,0,2.958883052710433e+48
1026,28.5,0.02,1,6.045234895006672e+46
1026,4.0,0.02,0,1.8301043001093603e+49
1026,4.0,0.02,1,2.103700493803928e+48
1026,41.5,0.02,0,2.428162263103698e+48
1026,41.5,0.02,1,5.495224373893295e+46
1026,7.25,0.02,0,6.818799704902686e+48
1026,7.25,0.02,1,6.942951820432742e+46
1026,39.75,0.02,0,2.427697851575479e+48
1026,39.75,0.02,1,5.56617234182248e+46
1026,50.5,0.02,0,1.1152237413986864e+48
1026,50.5,0.02,1,5.443361208188364e+46
1026,19.5,0.02,0,3.969278700435073e+48
1026,19.5,0.02,1,6.511840755609318e+46
1026,61.75,0.02,0,3.4918967151540726e+47
1026,61.75,0.02,1,5.359923563127094e+46
1026,87.0,0.02,0,1.556586681671905e+46
1026,87.0,0.02,1,5.757048121360094e+46
1026,18.75,0.02,0,4.9983434461046625e+48
1026,18.75,0.02,1,6.565887977655092e+46
1026,23.5,0.02,0,5.170854814869944e+48
1026,23.5,0.02,1,6.05756139954542e+46
1026,59.25,0.02,0,3.4883648138446306e+47
1026,59.25,0.02,1,5.886766759815144e+46
1026,56.0,0.02,0,2.3522584513001755e+48
1026,56.0,0.02,1,5.44893111022227e+46
1026,73.25,0.02,0,1.6456112973209053e+47
1026,73.25,0.02,1,5.801409057836494e+46
1026,96.75,0.02,0,1.5666037483541703e+46
1026,96.75,0.02,1,5.743777474162976e+46
1026,3.25,0.02,0,1.8055251720960277e+49
1026,3.25,0.02,1,2.365518782708762e+48
1026,25.25,0.02,0,2.978208340675966e+48
1026,25.25,0.02,1,6.034247128376002e+46
1026,96.0,0.02,0,1.5826753243887482e+46
1026,96.0,0.02,1,5.727541680748322e+46
1026,18.0,0.02,0,5.0062806266926225e+48
1026,18.0,0.02,1,6.518998911070985e+46
1026,91.0,0.02,0,1.5816703456581542e+46
1026,91.0,0.02,1,5.727803595058182e+46
1026,57.0,0.02,0,2.3518087490343592e+48
1026,57.0,0.02,1,5.453344820249196e+46
1026,83.0,0.02,0,1.566015246351077e+46
1026,83.0,0.02,1,5.751961007692547e+46
1026,53.75,0.02,0,9.003143556326923e+47
1026,53.75,0.02,1,5.433186512371523e+46
1026,14.75,0.02,0,4.979233851433583e+48
1026,14.75,0.02,1,6.720118474149717e+46
1047,21.25,0.02,0,5.655053481818487e+48
1047,21.25,0.02,1,9.04756162314708e+46
1047,88.5,0.02,0,1.8981703918622933e+46
1047,88.5,0.02,1,7.796817469846359e+46
1047,32.0,0.02,0,5.493930328533493e+48
1047,32.0,0.02,1,8.764753059468514e+46
1047,73.25,0.02,0,1.9214208305624816e+46
1047,73.25,0.02,1,7.959224076585322e+46
1047,40.5,0.02,0,2.015765509372749e+48
1047,40.5,0.02,1,8.367746303793064e+46
1047,26.0,0.02,0,5.4812094705187725e+48
1047,26.0,0.02,1,8.975476100236283e+46
1047,2.25,0.02,0,9.588057913899589e+48
1047,2.25,0.02,1,7.357858325119447e+48
1047,78.75,0.02,0,1.897967418532294e+46
1047,78.75,0.02,1,7.962074645595695e+46
1047,80.25,0.02,0,1.9179503869068405e+46
1047,80.25,0.02,1,7.778004088564612e+46
1047,67.25,0.02,0,1.9216831716421695e+46
1047,67.25,0.02,1,7.959770904127513e+46
1047,84.75,0.02,0,1.8857243666423693e+46
1047,84.75,0.02,1,7.810666166998845e+46
1047,19.75,0.02,0,5.6627663754711404e+48
1047,19.75,0.02,1,9.047682603615126e+46
1047,20.5,0.02,0,5.657681992135911e+48
1047,20.5,0.02,1,9.042432815874886e+46
1047,77.0,0.02,0,1.8852137552561707e+46
1047,77.0,0.02,1,7.97429850939661e+46
1047,32.75,0.02,0,5.466807180505729e+48
1047,32.75,0.02,1,8.74825489208198e+46
1047,59.5,0.02,0,2.013726195959184e+46
1047,59.5,0.02,1,7.778626927672221e+46
1047,35.0,0.02,0,7.088161539245658e+48
1047,35.0,0.02,1,8.39888026198437e+46
1047,28.25,0.02,0,5.480973182463236e+48
1047,28.25,0.02,1,8.938621718508286e+46
1047,34.25,0.02,0,5.475688887550344e+48
1047,34.25,0.02,1,8.403456599309555e+46
1047,61.75,0.02,0,1.9872310461050168e+46
1047,61.75,0.02,1,7.805454428653486e+46
1047,46.5,0.02,0,4.135460349449095e+47
1047,46.5,0.02,1,7.836443667957289e+46
1047,8.5,0.02,0,7.341804481891204e+48
1047,8.5,0.02,1,9.271553467691565e+46
1047,94.75,0.02,0,1.9212617104555466e+46
1047,94.75,0.02,1,7.779034811647855e+46
1047,65.0,0.02,0,1.9902944751663408e+46
1047,65.0,0.02,1,7.980546432205722e+46
1047,74.75,0.02,0,1.927301561426656e+46
1047,74.75,0.02,1,7.953816296834771e+46
1047,10.75,0.02,0,7.336892769946588e+48
1047,10.75,0.02,1,9.878973958272693e+46
1047,29.0,0.02,0,5.490802716603939e+48
1047,29.0,0.02,1,8.861021170232334e+46
1047,84.0,0.02,0,1.9123424761276524e+46
1047,84.0,0.02,1,7.783763312403932e+46
1047,83.25,0.02,0,1.895813713632965e+46
1047,83.25,0.02,1,7.800020016414759e+46
1047,4.5,0.02,0,1.6484241051176992e+49
1047,4.5,0.02,1,9.273349434853274e+46
1047,79.5,0.02,0,1.9060517435094465e+46
1047,79.5,0.02,1,7.940273016478585e+46
1047,68.0,0.02,0,1.8951430409778274e+46
1047,68.0,0.02,1,7.98652342197454e+46
1047,91.5,0.02,0,1.918792409680899e+46
1047,91.5,0.02,1,7.77974039912314e+46
1047,41.25,0.02,0,4.1137663492181686e+47
1047,41.25,0.02,1,8.132122638577545e+46
1047,58.75,0.02,0,2.0993114665485317e+46
1047,58.75,0.02,1,7.800571796935912e+46
1047,98.5,0.02,0,1.9261920813874892e+46
1047,98.5,0.02,1,7.775217069388842e+46
1047,25.25,0.02,0,5.48366589411896e+48
1047,25.25,0.02,1,8.975201567139607e+46
1047,75.5,0.02,0,1.9214872852692151e+46
1047,75.5,0.02,1,7.959868762015645e+46
1047,39.75,0.02,0,2.0162383083302482e+48
1047,39.75,0.02,1,8.351344043296751e+46
1047,51.25,0.02,0,2.1804644693251318e+46
1047,51.25,0.02,1,7.790376872470709e+46
1047,74.0,0.02,0,1.9233940162210156e+46
1047,74.0,0.02,1,7.957486180025008e+46
1047,87.75,0.02,0,1.895810151155817e+46
1047,87.75,0.02,1,7.799227319701714e+46
1047,61.0,0.02,0,2.0040761035349178e+46
1047,61.0,0.02,1,7.788445753402757e+46
1047,11.5,0.02,0,7.34287179844123e+48
1047,11.5,0.02,1,9.267385239959045e+46
1047,9.25,0.02,0,7.335344807499568e+48
1047,9.25,0.02,1,9.91703448572174e+46
1047,5.25,0.02,0,1.6353076320725751e+49
1047,5.25,0.02,1,9.270445904561127e+46
1047,6.0,0.02,0,1.6218666301254707e+49
1047,6.0,0.02,1,9.267497105282737e+46
1047,71.0,0.02,0,1.924412286137971e+46
1047,71.0,0.02,1,7.955557352900276e+46
1047,99.25,0.02,0,1.9230858926141446e+46
1047,99.25,0.02,1,7.720641328265841e+46
1047,62.5,0.02,0,1.993495776728145e+46
1047,62.5,0.02,1,7.799455151923827e+46
1047,52.0,0.02,0,2.1795940395868879e+46
1047,52.0,0.02,1,7.813494765797029e+46
1047,64.0,0.02,0,2.0087502950970537e+46
1047,64.0,0.02,1,7.962038483624302e+46
1047,82.5,0.02,0,1.9020742859767872e+46
1047,82.5,0.02,1,7.794399164042677e+46
1047,1.5,0.02,0,1.1436640337263256e+46
1047,1.5,0.02,1,1.701764032997354e+49
1047,96.25,0.02,0,1.9060113182770268e+46
1047,96.25,0.02,1,7.794424137681848e+46
1047,66.5,0.02,0,1.9069672360155768e+46
1047,66.5,0.02,1,7.974279680960676e+46
1047,29.75,0.02,0,5.490176247581872e+48
1047,29.75,0.02,1,8.851258571444997e+46
1047,57.25,0.02,0,2.115872136827208e+46
1047,57.25,0.02,1,7.784069532367098e+46
1047,42.0,0.02,0,4.115679259887013e+47
1047,42.0,0.02,1,8.113121794785435e+46
1047,0.0,0.02,1,1.8944966436591841e+49
1047,49.5,0.02,0,4.132286358734891e+47
1047,49.5,0.02,1,7.79172621919521e+46
1047,12.25,0.02,0,7.34277974766271e+48
1047,12.25,0.02,1,9.280218224378465e+46
1047,48.0,0.02,0,4.134851345796215e+47
1047,48.0,0.02,1,7.791450743998259e+46
1047,54.25,0.02,0,2.1928655447367455e+46
1047,54.25,0.02,1,7.801220917813971e+46
1047,81.0,0.02,0,1.922145022595173e+46
1047,81.0,0.02,1,7.773937343968209e+46
1047,65.75,0.02,0,1.9836500167935336e+46
1047,65.75,0.02,1,7.98339189445119e+46
1047,14.5,0.02,0,7.342988481521668e+48
1047,14.5,0.02,1,9.239739795770843e+46
1047,94.0,0.02,0,1.8949231289253314e+46
1047,94.0,0.02,1,7.804758698576429e+46
1047,60.25,0.02,0,2.0087415382971245e+46
1047,60.25,0.02,1,7.783659024415606e+46
1047,16.0,0.02,0,5.5524485291650374e+48
1047,16.0,0.02,1,9.026842002806301e+46
1047,45.75,0.02,0,4.136027344326649e+47
1047,45.75,0.02,1,7.830037102366893e+46
1047,72.5,0.02,0,1.9293921677335238e+46
1047,72.5,0.02,1,7.951019608140207e+46
1047,7.75,0.02,0,1.587844838015525e+49
1047,7.75,0.02,1,9.27494047808265e+46
1047,44.25,0.02,0,4.139110866257332e+47
1047,44.25,0.02,1,7.838086191711753e+46
1047,23.0,0.02,0,5.502799767027331e+48
1047,23.0,0.02,1,8.990389321903096e+46
1047,24.5,0.02,0,5.506177436546594e+48
1047,24.5,0.02,1,8.976810283027033e+46
1047,76.25,0.02,0,1.8746683153466204e+46
1047,76.25,0.02,1,7.984589612879524e+46
1047,38.25,0.02,0,7.090246533343077e+48
1047,38.25,0.02,1,8.389913393666129e+46
1047,87.0,0.02,0,1.8913380946764327e+46
1047,87.0,0.02,1,7.80383964715925e+46
1047,45.0,0.02,0,4.141538378949123e+47
1047,45.0,0.02,1,7.809599546731081e+46
1047,63.25,0.02,0,1.9873530035566895e+46
1047,63.25,0.02,1,7.805851410612946e+46
1047,55.0,0.02,0,2.094515530506663e+46
1047,55.0,0.02,1,7.80353432943844e+46
1047,27.5,0.02,0,5.481221351439069e+48
1047,27.5,0.02,1,8.95172288725024e+46
1047,31.25,0.02,0,5.494421237717763e+48
1047,31.25,0.02,1,8.742621329952556e+46
1047,71.75,0.02,0,1.900035292688034e+46
1047,71.75,0.02,1,7.980126488287504e+46
1047,0.75,0.02,0,3.259283232452485e+45
1047,0.75,0.02,1,1.7273617786035766e+49
1047,42.75,0.02,0,4.115090848057326e+47
1047,42.75,0.02,1,8.119452739468513e+46
1047,13.0,0.02,0,7.342843348476571e+48
1047,13.0,0.02,1,9.26105418469755e+46
1047,69.5,0.02,0,1.921232848226619e+46
1047,69.5,0.02,1,7.960875695258537e+46
1047,89.25,0.02,0,1.8800016361772098e+46
1047,89.25,0.02,1,7.817263554984589e+46
1047,19.0,0.02,0,5.6662597030240394e+48
1047,19.0,0.02,1,9.02395864365189e+46
1047,15.25,0.02,0,7.343628223028644e+48
1047,15.25,0.02,1,9.150672216230704e+46
1047,30.5,0.02,0,5.489579741287161e+48
1047,30.5,0.02,1,8.772609850930257e+46
1047,36.0,0.02,0,7.087980482787179e+48
1047,36.0,0.02,1,8.390407821541317e+46
1047,93.25,0.02,0,1.8930355237871173e+46
1047,93.25,0.02,1,7.8062491161186e+46
1047,97.75,0.02,0,1.900827694507926e+46
1047,97.75,0.02,1,7.800245259794913e+46
1047,100.0,0.02,0,1.9980942059496263e+46
1047,100.0,0.02,1,7.644272522897218e+46
1047,48.75,0.02,0,4.1322593311586145e+47
1047,48.75,0.02,1,7.790980148124016e+46
1047,43.5,0.02,0,4.1112776630772005e+47
1047,43.5,0.02,1,8.122077592589367e+46
1047,97.0,0.02,0,1.894839957265034e+46
1047,97.0,0.02,1,7.805923470532104e+46
1047,56.5,0.02,0,2.1216317662238568e+46
1047,56.5,0.02,1,7.777192691549683e+46
1047,33.5,0.02,0,5.466796037463568e+48
1047,33.5,0.02,1,8.751724331717577e+46
1047,86.25,0.02,0,1.9189148479673095e+46
1047,86.25,0.02,1,7.775974343372054e+46
1047,70.25,0.02,0,1.9003466869137443e+46
1047,70.25,0.02,1,7.979422153175458e+46
1047,36.75,0.02,0,7.092297156160121e+48
1047,36.75,0.02,1,8.390744607249507e+46
1047,10.0,0.02,0,7.341697159239553e+48
1047,10.0,0.02,1,9.252118444781706e+46
1047,92.25,0.02,0,1.8976875854759787e+46
1047,92.25,0.02,1,7.801175447235379e+46
1047,26.75,0.02,0,5.481089114538905e+48
1047,26.75,0.02,1,8.98982509910522e+46
1047,3.75,0.02,0,1.6582117943928946e+49
1047,3.75,0.02,1,1.0014035833740249e+47
1047,39.0,0.02,0,7.095801126162782e+48
1047,39.0,0.02,1,8.362656544298145e+46
1047,6.75,0.02,0,1.6071409935048774e+49
1047,6.75,0.02,1,9.270157943132329e+46
1047,37.5,0.02,0,7.09209267686021e+48
1047,37.5,0.02,1,8.414386626222013e+46
