Z,MCLU,TIME[Myr],NB_P
0.02,1000,20.75,0.628140703517588
0.02,1000,64.5,0.5228758169934641
0.02,1000,32.25,0.6120218579234973
0.02,1000,73.5,0.5657894736842105
0.02,1000,38.0,0.559322033898305
0.02,1000,92.25,0.5034965034965035
0.02,1000,53.5,0.5126582278481012
0.02,1000,46.5,0.5269461077844312
0.02,1000,23.25,0.6205128205128205
0.02,1000,26.5,0.5661375661375662
0.02,1000,60.75,0.5098039215686274
0.02,1000,0.75,0.6422764227642277
0.02,1000,36.25,0.576271186440678
0.02,1000,11.0,0.6201923076923077
0.02,1000,58.75,0.525974025974026
0.02,1000,91.5,0.5
0.02,1000,75.5,0.4900662251655629
0.02,1000,16.25,0.6368159203980099
0.02,1000,13.0,0.6274509803921569
0.02,1000,100.0,0.46853146853146854
0.02,1000,25.75,0.5767195767195767
0.02,1000,30.25,0.5851063829787234
0.02,1000,78.75,0.5
0.02,1000,82.5,0.4657534246575342
0.02,1000,84.5,0.4863013698630137
0.02,1000,41.25,0.5664739884393064
0.02,1000,36.75,0.5649717514124294
0.02,1000,82.0,0.4657534246575342
0.02,1000,47.75,0.5449101796407185
0.02,1000,28.5,0.5978835978835979
0.02,1000,73.0,0.5131578947368421
0.02,1000,59.25,0.551948051948052
0.02,1000,31.0,0.5698924731182796
0.02,1000,8.5,0.6525821596244131
0.02,1000,78.0,0.52
0.02,1000,22.5,0.6020408163265306
0.02,1000,3.25,0.6860986547085202
0.02,1000,87.75,0.4863013698630137
0.02,1000,94.75,0.4755244755244755
0.02,1000,33.0,0.6010928961748634
0.02,1000,5.75,0.647887323943662
0.02,1000,31.5,0.5978260869565217
0.02,1000,40.0,0.5804597701149425
0.02,1000,89.75,0.4896551724137931
0.02,1000,15.5,0.6318407960199005
0.02,1000,49.0,0.49693251533742333
0.02,1000,69.0,0.5359477124183006
0.02,1000,98.0,0.46853146853146854
0.02,1000,14.75,0.6467661691542289
0.02,1000,18.75,0.6030150753768844
0.02,1000,85.75,0.4794520547945205
0.02,1000,47.0,0.5209580838323353
0.02,1000,80.75,0.5234899328859061
0.02,1000,85.25,0.4931506849315068
0.02,1000,44.5,0.5621301775147929
0.02,1000,58.0,0.5454545454545454
0.02,1000,88.5,0.4726027397260274
0.02,1000,76.75,0.5165562913907285
0.02,1000,93.0,0.46853146853146854
0.02,1000,90.25,0.4827586206896552
0.02,1000,2.5,0.6768558951965066
0.02,1000,94.25,0.4755244755244755
0.02,1000,20.0,0.6130653266331658
0.02,1000,76.25,0.5033112582781457
0.02,1000,14.25,0.6169154228855721
0.02,1000,72.25,0.506578947368421
0.02,1000,96.25,0.46153846153846156
0.02,1000,45.25,0.5680473372781065
0.02,1000,65.75,0.5359477124183006
0.02,1000,42.5,0.563953488372093
0.02,1000,11.5,0.6570048309178744
0.02,1003,18.75,0.5645756457564576
0.02,1003,77.25,0.5319148936170213
0.02,1003,90.0,0.5129310344827587
0.02,1003,28.0,0.5665399239543726
0.02,1003,64.0,0.5355648535564853
0.02,1003,35.25,0.55859375
0.02,1003,22.75,0.5375939849624061
0.02,1003,2.0,0.6265822784810127
0.02,1003,68.75,0.5397489539748954
0.02,1003,70.0,0.5313807531380753
0.02,1003,58.75,0.49173553719008267
0.02,1003,74.0,0.5169491525423728
0.02,1003,17.25,0.5347985347985348
0.02,1003,18.0,0.5641025641025641
0.02,1003,67.25,0.5271966527196653
0.02,1003,28.75,0.55893536121673
0.02,1003,52.0,0.5428571428571428
0.02,1003,30.75,0.5551330798479087
0.02,1003,24.75,0.5430711610486891
0.02,1003,30.0,0.5627376425855514
0.02,1003,54.0,0.5245901639344263
0.02,1003,40.75,0.5490196078431373
0.02,1003,7.25,0.5770609318996416
0.02,1003,82.75,0.5085470085470085
0.02,1003,56.75,0.5289256198347108
0.02,1003,65.25,0.5230125523012552
0.02,1003,9.25,0.5740072202166066
0.02,1003,25.25,0.5580524344569289
0.02,1003,73.25,0.5423728813559322
0.02,1003,92.0,0.5151515151515151
0.02,1003,72.75,0.5316455696202531
0.02,1003,4.0,0.5661016949152542
0.02,1003,69.25,0.5397489539748954
0.02,1003,59.25,0.5477178423236515
0.02,1003,80.0,0.5213675213675214
0.02,1003,96.75,0.508695652173913
0.02,1003,89.25,0.5043103448275862
0.02,1003,36.0,0.54296875
0.02,1003,51.25,0.516260162601626
0.02,1003,100.0,0.5217391304347826
0.02,1003,86.0,0.5
0.02,1003,22.0,0.5447761194029851
0.02,1003,66.0,0.5458333333333333
0.02,1003,34.75,0.5408560311284046
0.02,1003,44.75,0.5573122529644269
0.02,1003,64.75,0.5397489539748954
0.02,1003,76.75,0.5148936170212766
0.02,1003,53.25,0.5491803278688525
0.02,1003,10.0,0.5927272727272728
0.02,1003,8.0,0.5928571428571429
0.02,1003,4.75,0.6027397260273972
0.02,1003,5.25,0.6006944444444444
0.02,1003,62.0,0.5228215767634855
0.02,1003,94.0,0.5238095238095238
0.02,1003,86.75,0.4956896551724138
0.02,1003,54.75,0.5163934426229508
0.02,1003,45.25,0.5617529880478087
0.02,1003,56.0,0.5082644628099173
0.02,1003,72.0,0.5378151260504201
0.02,1003,1.25,0.6134969325153374
0.02,1003,84.0,0.5364806866952789
0.02,1003,58.0,0.5102880658436214
0.02,1003,26.0,0.5671641791044776
0.02,1003,50.0,0.5604838709677419
0.02,1003,36.75,0.55078125
0.02,1003,0.0,1.0
0.02,1003,43.25,0.5296442687747036
0.02,1003,10.75,0.6014492753623188
0.02,1003,42.0,0.5354330708661418
0.02,1003,47.25,0.5697211155378487
0.02,1003,70.75,0.5313807531380753
0.02,1003,57.25,0.5185185185185185
0.02,1003,12.75,0.5563636363636364
0.02,1003,82.0,0.5341880341880342
0.02,1003,52.75,0.522633744855967
0.02,1003,14.0,0.5760869565217391
0.02,1003,40.0,0.5529411764705883
0.02,1003,63.25,0.5481171548117155
0.02,1003,6.75,0.574468085106383
0.02,1003,38.75,0.5525291828793775
0.02,1003,20.0,0.5485074626865671
0.02,1003,98.75,0.5217391304347826
0.02,1003,21.25,0.5393258426966292
0.02,1003,66.75,0.5333333333333333
0.02,1003,33.25,0.5542635658914729
0.02,1003,76.0,0.5361702127659574
0.02,1003,39.25,0.5542635658914729
0.02,1003,95.25,0.5281385281385281
0.02,1003,55.25,0.5368852459016393
0.02,1003,48.0,0.549800796812749
0.02,1003,24.0,0.5597014925373134
0.02,1003,27.25,0.5315985130111525
0.02,1003,62.75,0.5439330543933054
0.02,1003,0.75,0.622093023255814
0.02,1003,37.25,0.546875
0.02,1003,11.25,0.5693430656934306
0.02,1003,60.75,0.5375
0.02,1003,94.75,0.4935064935064935
0.02,1003,78.0,0.5148936170212766
0.02,1003,16.75,0.575091575091575
0.02,1003,13.25,0.5802919708029197
0.02,1003,26.75,0.5353159851301115
0.02,1003,31.25,0.5572519083969466
0.02,1003,81.25,0.5213675213675214
0.02,1003,85.25,0.4956896551724138
0.02,1003,87.25,0.5043103448275862
0.02,1003,42.75,0.541501976284585
0.02,1003,38.0,0.5603112840466926
0.02,1003,84.75,0.49137931034482757
0.02,1003,49.25,0.5622489959839357
0.02,1003,29.25,0.5779467680608364
0.02,1003,75.25,0.5338983050847458
0.02,1003,61.25,0.5416666666666666
0.02,1003,32.0,0.5877862595419847
0.02,1003,8.75,0.5780141843971631
0.02,1003,80.75,0.5213675213675214
0.02,1003,23.25,0.5655430711610487
0.02,1003,3.25,0.5858585858585859
0.02,1003,90.75,0.5
0.02,1003,98.0,0.5217391304347826
0.02,1003,34.0,0.5136186770428015
0.02,1003,6.0,0.5789473684210527
0.02,1003,32.75,0.5346153846153846
0.02,1003,41.25,0.541501976284585
0.02,1003,92.75,0.5021645021645021
0.02,1003,16.0,0.5860805860805861
0.02,1003,50.75,0.5020408163265306
0.02,1003,71.25,0.5397489539748954
0.02,1003,15.25,0.5860805860805861
0.02,1003,19.25,0.5464684014869888
0.02,1003,88.75,0.4956896551724138
0.02,1003,48.75,0.548
0.02,1003,83.25,0.4978540772532189
0.02,1003,88.0,0.5172413793103449
0.02,1003,46.0,0.54
0.02,1003,60.0,0.5333333333333333
0.02,1003,91.25,0.5301724137931034
0.02,1003,79.25,0.5128205128205128
0.02,1003,96.0,0.5304347826086957
0.02,1003,93.25,0.5064935064935064
0.02,1003,2.75,0.6204620462046204
0.02,1003,97.25,0.5217391304347826
0.02,1003,20.75,0.5335820895522388
0.02,1003,78.75,0.5128205128205128
0.02,1003,14.75,0.5620437956204379
0.02,1003,74.75,0.5127118644067796
0.02,1003,99.25,0.5
0.02,1003,46.75,0.5537848605577689
0.02,1003,68.0,0.5230125523012552
0.02,1003,44.0,0.5573122529644269
0.02,1003,12.0,0.5802919708029197
0.02,1093,18.5,0.5405405405405406
0.02,1093,76.75,0.47619047619047616
0.02,1093,89.5,0.46853146853146854
0.02,1093,27.75,0.48286604361370716
0.02,1093,63.5,0.4782608695652174
0.02,1093,35.0,0.5096774193548387
0.02,1093,22.5,0.5216049382716049
0.02,1093,2.0,0.5822102425876011
0.02,1093,68.25,0.47157190635451507
0.02,1093,69.5,0.4816053511705686
0.02,1093,58.25,0.45302013422818793
0.02,1093,73.5,0.488135593220339
0.02,1093,17.25,0.543026706231454
0.02,1093,18.0,0.5253731343283582
0.02,1093,67.0,0.47651006711409394
0.02,1093,28.5,0.5377358490566038
0.02,1093,51.75,0.4901315789473684
0.02,1093,30.5,0.501577287066246
0.02,1093,24.5,0.5339506172839507
0.02,1093,29.75,0.5125786163522013
0.02,1093,53.75,0.4885245901639344
0.02,1093,40.5,0.49185667752442996
0.02,1093,7.25,0.5552407932011332
0.02,1093,100.0,0.45263157894736844
0.02,1093,82.0,0.47750865051903113
0.02,1093,56.25,0.49333333333333335
0.02,1093,65.0,0.48494983277591974
0.02,1093,9.25,0.5545977011494253
0.02,1093,25.25,0.5386996904024768
0.02,1093,72.75,0.4610169491525424
0.02,1093,91.5,0.4666666666666667
0.02,1093,72.25,0.4440677966101695
0.02,1093,4.0,0.5821727019498607
0.02,1093,68.75,0.46153846153846156
0.02,1093,59.0,0.4798657718120805
0.02,1093,79.5,0.4828767123287671
0.02,1093,96.0,0.4647887323943662
0.02,1093,88.75,0.4843205574912892
0.02,1093,35.75,0.4967741935483871
0.02,1093,51.0,0.5
0.02,1093,99.25,0.45614035087719296
0.02,1093,85.5,0.46875
0.02,1093,21.75,0.5384615384615384
0.02,1093,65.5,0.4782608695652174
0.02,1093,34.5,0.5144694533762058
0.02,1093,44.25,0.4918032786885246
0.02,1093,64.25,0.49498327759197325
0.02,1093,76.25,0.4610169491525424
0.02,1093,53.0,0.4884488448844885
0.02,1093,10.0,0.5545977011494253
0.02,1093,8.0,0.5584045584045584
0.02,1093,4.75,0.5421348314606742
0.02,1093,5.25,0.5524079320113314
0.02,1093,61.5,0.4782608695652174
0.02,1093,93.5,0.4583333333333333
0.02,1093,86.0,0.4529616724738676
0.02,1093,54.25,0.46357615894039733
0.02,1093,45.0,0.4885245901639344
0.02,1093,55.75,0.48333333333333334
0.02,1093,71.5,0.47635135135135137
0.02,1093,1.25,0.5848563968668408
0.02,1093,83.5,0.4602076124567474
0.02,1093,57.5,0.4697986577181208
0.02,1093,25.75,0.4906832298136646
0.02,1093,49.75,0.506578947368421
0.02,1093,36.5,0.5032258064516129
0.02,1093,0.0,0.9973333333333333
0.02,1093,43.0,0.5065359477124183
0.02,1093,10.5,0.5402298850574713
0.02,1093,41.75,0.5
0.02,1093,47.0,0.49504950495049505
0.02,1093,70.25,0.4713804713804714
0.02,1093,57.0,0.48322147651006714
0.02,1093,12.5,0.5102639296187683
0.02,1093,81.5,0.4570446735395189
0.02,1093,52.25,0.47039473684210525
0.02,1093,14.0,0.5249266862170088
0.02,1093,39.75,0.4902597402597403
0.02,1093,63.0,0.4816053511705686
0.02,1093,6.5,0.5555555555555556
0.02,1093,38.5,0.5096774193548387
0.02,1093,19.75,0.5121212121212121
0.02,1093,98.0,0.45964912280701753
0.02,1093,21.25,0.5306748466257669
0.02,1093,66.25,0.4664429530201342
0.02,1093,33.0,0.5047923322683706
0.02,1093,75.5,0.4610169491525424
0.02,1093,39.0,0.4692556634304207
0.02,1093,94.75,0.46153846153846156
0.02,1093,55.0,0.48013245033112584
0.02,1093,47.75,0.5197368421052632
0.02,1093,23.75,0.5308641975308642
0.02,1093,27.25,0.4735202492211838
0.02,1093,62.25,0.4682274247491639
0.02,1093,0.75,0.5831265508684863
0.02,1093,37.0,0.5032258064516129
0.02,1093,11.25,0.5317919075144508
0.02,1093,60.25,0.46488294314381273
0.02,1093,94.0,0.4808362369337979
0.02,1093,77.5,0.45051194539249145
0.02,1093,16.5,0.5252225519287834
0.02,1093,13.25,0.5323529411764706
0.02,1093,26.5,0.4782608695652174
0.02,1093,31.25,0.5062893081761006
0.02,1093,80.75,0.43986254295532645
0.02,1093,84.75,0.4375
0.02,1093,86.75,0.445993031358885
0.02,1093,42.5,0.4934640522875817
0.02,1093,37.75,0.5096774193548387
0.02,1093,84.0,0.4756944444444444
0.02,1093,49.0,0.5032894736842105
0.02,1093,29.25,0.4794952681388013
0.02,1093,74.75,0.46779661016949153
0.02,1093,61.0,0.4782608695652174
0.02,1093,31.75,0.5047318611987381
0.02,1093,8.5,0.5369318181818182
0.02,1093,80.25,0.47586206896551725
0.02,1093,23.25,0.49382716049382713
0.02,1093,3.25,0.6083333333333333
0.02,1093,90.0,0.4807017543859649
0.02,1093,97.25,0.47719298245614034
0.02,1093,33.75,0.5095541401273885
0.02,1093,6.0,0.5641025641025641
0.02,1093,32.5,0.5094339622641509
0.02,1093,41.0,0.5130718954248366
0.02,1093,92.0,0.44405594405594406
0.02,1093,16.0,0.5311572700296736
0.02,1093,50.25,0.4786885245901639
0.02,1093,70.75,0.46959459459459457
0.02,1093,15.25,0.5089285714285714
0.02,1093,19.25,0.536144578313253
0.02,1093,88.0,0.4583333333333333
0.02,1093,48.25,0.49508196721311476
0.02,1093,82.75,0.4532871972318339
0.02,1093,87.5,0.4652777777777778
0.02,1093,45.75,0.5098039215686274
0.02,1093,59.5,0.4882943143812709
0.02,1093,90.75,0.45614035087719296
0.02,1093,78.75,0.4539249146757679
0.02,1093,95.25,0.47368421052631576
0.02,1093,92.75,0.4808362369337979
0.02,1093,2.75,0.5546448087431693
0.02,1093,96.75,0.4807017543859649
0.02,1093,20.5,0.50920245398773
0.02,1093,78.25,0.4417808219178082
0.02,1093,14.5,0.5441176470588235
0.02,1093,74.25,0.4523809523809524
0.02,1093,98.75,0.44366197183098594
0.02,1093,46.25,0.46710526315789475
0.02,1093,67.5,0.49498327759197325
0.02,1093,43.75,0.48366013071895425
0.02,1093,12.0,0.5131195335276968
0.02,1040,17.5,0.5724907063197026
0.02,1040,72.0,0.5189873417721519
0.02,1040,83.75,0.5321888412017167
0.02,1040,26.0,0.61328125
0.02,1040,59.75,0.5702479338842975
0.02,1040,33.0,0.5577689243027888
0.02,1040,21.0,0.5807692307692308
0.02,1040,1.75,0.6405228758169934
0.02,1040,64.0,0.5394190871369294
0.02,1040,98.75,0.5398230088495575
0.02,1040,65.25,0.5311203319502075
0.02,1040,54.75,0.5637860082304527
0.02,1040,69.0,0.5932203389830508
0.02,1040,16.25,0.6007326007326007
0.02,1040,16.75,0.6296296296296297
0.02,1040,62.75,0.5726141078838174
0.02,1040,26.75,0.5642023346303502
0.02,1040,48.5,0.5614754098360656
0.02,1040,28.5,0.55859375
0.02,1040,23.0,0.583011583011583
0.02,1040,28.0,0.5703125
0.02,1040,50.25,0.5573770491803278
0.02,1040,38.0,0.5662650602409639
0.02,1040,6.75,0.6113074204946997
0.02,1040,93.75,0.5764192139737991
0.02,1040,95.75,0.5550660792951542
0.02,1040,77.0,0.5493562231759657
0.02,1040,52.75,0.5785123966942148
0.02,1040,60.75,0.5454545454545454
0.02,1040,8.75,0.6431095406360424
0.02,1040,23.5,0.5697674418604651
0.02,1040,68.25,0.5338983050847458
0.02,1040,85.75,0.5622317596566524
0.02,1040,97.5,0.5418502202643172
0.02,1040,67.75,0.5550847457627118
0.02,1040,3.75,0.6206896551724138
0.02,1040,64.5,0.5518672199170125
0.02,1040,55.25,0.5390946502057613
0.02,1040,74.5,0.5641025641025641
0.02,1040,90.0,0.5431034482758621
0.02,1040,83.25,0.5450643776824035
0.02,1040,33.5,0.5396825396825397
0.02,1040,47.75,0.5655737704918032
0.02,1040,93.25,0.5391304347826087
0.02,1040,80.0,0.5431034482758621
0.02,1040,20.5,0.5637065637065637
0.02,1040,61.5,0.5743801652892562
0.02,1040,32.25,0.548
0.02,1040,98.25,0.5486725663716814
0.02,1040,41.5,0.5725806451612904
0.02,1040,60.25,0.5909090909090909
0.02,1040,71.5,0.5677966101694916
0.02,1040,49.75,0.5655737704918032
0.02,1040,9.25,0.625
0.02,1040,7.5,0.6134751773049646
0.02,1040,4.25,0.6076388888888888
0.02,1040,5.0,0.643598615916955
0.02,1040,57.75,0.5578512396694215
0.02,1040,97.0,0.5594713656387665
0.02,1040,87.5,0.5665236051502146
0.02,1040,80.75,0.5793991416309013
0.02,1040,51.0,0.551440329218107
0.02,1040,42.25,0.5967741935483871
0.02,1040,52.25,0.5619834710743802
0.02,1040,67.0,0.538135593220339
0.02,1040,1.25,0.617363344051447
0.02,1040,78.25,0.5536480686695279
0.02,1040,54.0,0.5702479338842975
0.02,1040,24.25,0.5642023346303502
0.02,1040,46.5,0.5772357723577236
0.02,1040,34.25,0.556
0.02,1040,0.0,1.0
0.02,1040,40.25,0.5662650602409639
0.02,1040,10.0,0.594306049822064
0.02,1040,39.25,0.5542168674698795
0.02,1040,44.0,0.5465587044534413
0.02,1040,65.75,0.5684647302904564
0.02,1040,53.5,0.5702479338842975
0.02,1040,11.75,0.5899280575539568
0.02,1040,76.5,0.5431034482758621
0.02,1040,49.0,0.5737704918032787
0.02,1040,13.0,0.6290909090909091
0.02,1040,37.25,0.5903614457831325
0.02,1040,95.0,0.5263157894736842
0.02,1040,59.0,0.5578512396694215
0.02,1040,6.25,0.6501766784452296
0.02,1040,36.0,0.5582329317269076
0.02,1040,18.75,0.6090225563909775
0.02,1040,92.0,0.5324675324675324
0.02,1040,20.0,0.5977011494252874
0.02,1040,99.5,0.5353982300884956
0.02,1040,62.0,0.5619834710743802
0.02,1040,31.0,0.5647058823529412
0.02,1040,70.75,0.538135593220339
0.02,1040,36.75,0.570281124497992
0.02,1040,88.75,0.5258620689655172
0.02,1040,51.5,0.551440329218107
0.02,1040,44.75,0.5910931174089069
0.02,1040,22.25,0.5791505791505791
0.02,1040,25.5,0.5797665369649806
0.02,1040,58.5,0.5743801652892562
0.02,1040,0.5,0.6476190476190476
0.02,1040,100.0,0.5619469026548672
0.02,1040,34.75,0.552
0.02,1040,10.5,0.6438848920863309
0.02,1040,56.5,0.5826446280991735
0.02,1040,88.25,0.5517241379310345
0.02,1040,72.75,0.5720338983050848
0.02,1040,15.5,0.5890909090909091
0.02,1040,12.5,0.6223021582733813
0.02,1040,96.25,0.5242290748898678
0.02,1040,24.75,0.5680933852140078
0.02,1040,29.25,0.55078125
0.02,1040,75.75,0.5579399141630901
0.02,1040,79.5,0.5517241379310345
0.02,1040,81.25,0.5474137931034483
0.02,1040,39.75,0.5542168674698795
0.02,1040,35.5,0.5783132530120482
0.02,1040,79.0,0.5560344827586207
0.02,1040,46.0,0.6056910569105691
0.02,1040,27.25,0.578125
0.02,1040,70.25,0.5423728813559322
0.02,1040,57.25,0.5578512396694215
0.02,1040,29.75,0.5703125
0.02,1040,8.0,0.6254416961130742
0.02,1040,75.25,0.5150214592274678
0.02,1040,21.75,0.5692307692307692
0.02,1040,3.0,0.6082474226804123
0.02,1040,84.5,0.5321888412017167
0.02,1040,91.25,0.5627705627705628
0.02,1040,31.75,0.5669291338582677
0.02,1040,5.5,0.6167247386759582
0.02,1040,30.5,0.5843137254901961
0.02,1040,38.5,0.5806451612903226
0.02,1040,86.25,0.5493562231759657
0.02,1040,15.0,0.6086956521739131
0.02,1040,47.25,0.5387755102040817
0.02,1040,66.5,0.5756302521008403
0.02,1040,94.5,0.5240174672489083
0.02,1040,14.25,0.5854545454545454
0.02,1040,18.0,0.5639097744360902
0.02,1040,82.5,0.575107296137339
0.02,1040,45.25,0.5934959349593496
0.02,1040,77.75,0.5407725321888412
0.02,1040,82.0,0.5536480686695279
0.02,1040,42.75,0.5362903225806451
0.02,1040,56.0,0.5643153526970954
0.02,1040,85.0,0.5622317596566524
0.02,1040,74.0,0.5598290598290598
0.02,1040,89.5,0.5431034482758621
0.02,1040,87.0,0.5407725321888412
0.02,1040,2.5,0.6116838487972509
0.02,1040,90.75,0.5689655172413793
0.02,1040,19.25,0.6045627376425855
0.02,1040,73.25,0.5617021276595745
0.02,1040,13.75,0.5948905109489051
0.02,1040,69.5,0.5443037974683544
0.02,1040,92.5,0.5411255411255411
0.02,1040,43.5,0.5362903225806451
0.02,1040,63.25,0.5477178423236515
0.02,1040,41.0,0.5587044534412956
0.02,1040,11.25,0.6173285198555957
0.02,1031,17.5,0.550185873605948
0.02,1031,73.0,0.425
0.02,1031,85.0,0.40512820512820513
0.02,1031,26.5,0.5198412698412699
0.02,1031,60.5,0.39805825242718446
0.02,1031,33.25,0.48739495798319327
0.02,1031,21.5,0.5303030303030303
0.02,1031,2.0,0.565068493150685
0.02,1031,64.75,0.4117647058823529
0.02,1031,100.0,0.40414507772020725
0.02,1031,66.0,0.4362745098039216
0.02,1031,55.25,0.4375
0.02,1031,69.75,0.39901477832512317
0.02,1031,16.25,0.5555555555555556
0.02,1031,17.0,0.5571955719557196
0.02,1031,63.5,0.4146341463414634
0.02,1031,27.0,0.5317460317460317
0.02,1031,49.0,0.4413145539906103
0.02,1031,29.0,0.5060240963855421
0.02,1031,23.25,0.5271317829457365
0.02,1031,28.25,0.50199203187251
0.02,1031,51.0,0.3886255924170616
0.02,1031,38.25,0.47639484978540775
0.02,1031,7.0,0.5714285714285714
0.02,1031,95.0,0.4205128205128205
0.02,1031,96.75,0.4
0.02,1031,78.0,0.398989898989899
0.02,1031,53.5,0.4142857142857143
0.02,1031,61.75,0.40487804878048783
0.02,1031,8.75,0.5595667870036101
0.02,1031,24.0,0.5155038759689923
0.02,1031,69.25,0.4039408866995074
0.02,1031,86.75,0.4020618556701031
0.02,1031,98.75,0.4213197969543147
0.02,1031,68.5,0.3891625615763547
0.02,1031,3.75,0.5595667870036101
0.02,1031,65.5,0.4039408866995074
0.02,1031,56.0,0.40384615384615385
0.02,1031,75.5,0.40703517587939697
0.02,1031,91.25,0.4205128205128205
0.02,1031,84.25,0.41836734693877553
0.02,1031,34.0,0.5063291139240507
0.02,1031,48.5,0.419811320754717
0.02,1031,94.25,0.41025641025641024
0.02,1031,81.25,0.39593908629441626
0.02,1031,20.75,0.5665399239543726
0.02,1031,62.25,0.4097560975609756
0.02,1031,32.75,0.48535564853556484
0.02,1031,99.25,0.38974358974358975
0.02,1031,42.25,0.4343891402714932
0.02,1031,61.0,0.4264705882352941
0.02,1031,72.25,0.4
0.02,1031,50.25,0.43601895734597157
0.02,1031,9.5,0.5797101449275363
0.02,1031,7.5,0.5698924731182796
0.02,1031,4.5,0.5884476534296029
0.02,1031,5.0,0.555956678700361
0.02,1031,58.5,0.4174757281553398
0.02,1031,98.0,0.4307692307692308
0.02,1031,88.75,0.4
0.02,1031,81.75,0.41919191919191917
0.02,1031,51.5,0.4218009478672986
0.02,1031,42.75,0.42660550458715596
0.02,1031,52.75,0.41626794258373206
0.02,1031,68.0,0.4187192118226601
0.02,1031,1.25,0.5639344262295082
0.02,1031,79.25,0.41414141414141414
0.02,1031,54.75,0.3904761904761905
0.02,1031,24.5,0.5486381322957199
0.02,1031,47.25,0.4252336448598131
0.02,1031,34.5,0.4579831932773109
0.02,1031,0.0,1.0
0.02,1031,41.0,0.4692982456140351
0.02,1031,10.0,0.539568345323741
0.02,1031,39.5,0.47863247863247865
0.02,1031,44.75,0.4558139534883721
0.02,1031,66.75,0.4088669950738916
0.02,1031,54.0,0.4075829383886256
0.02,1031,12.0,0.5854545454545454
0.02,1031,77.25,0.3787878787878788
0.02,1031,49.75,0.431924882629108
0.02,1031,13.25,0.5437956204379562
0.02,1031,37.75,0.45493562231759654
0.02,1031,96.25,0.39086294416243655
0.02,1031,59.75,0.4029126213592233
0.02,1031,6.25,0.5776173285198556
0.02,1031,36.5,0.45689655172413796
0.02,1031,18.75,0.5687732342007435
0.02,1031,93.0,0.40512820512820513
0.02,1031,20.25,0.539622641509434
0.02,1031,63.0,0.4195121951219512
0.02,1031,31.5,0.4854771784232365
0.02,1031,71.75,0.4129353233830846
0.02,1031,37.0,0.463519313304721
0.02,1031,90.0,0.3979591836734694
0.02,1031,52.25,0.4258373205741627
0.02,1031,45.25,0.44651162790697674
0.02,1031,22.75,0.5405405405405406
0.02,1031,25.75,0.5275590551181102
0.02,1031,59.0,0.4077669902912621
0.02,1031,0.75,0.555205047318612
0.02,1031,35.25,0.4765957446808511
0.02,1031,10.75,0.5467625899280576
0.02,1031,57.25,0.4375
0.02,1031,89.25,0.37435897435897436
0.02,1031,73.5,0.39800995024875624
0.02,1031,15.75,0.5604395604395604
0.02,1031,12.5,0.5583941605839416
0.02,1031,97.5,0.413265306122449
0.02,1031,25.25,0.5354330708661418
0.02,1031,29.5,0.5101214574898786
0.02,1031,76.75,0.38190954773869346
0.02,1031,80.5,0.4030612244897959
0.02,1031,82.5,0.40609137055837563
0.02,1031,40.25,0.48497854077253216
0.02,1031,35.75,0.4892703862660944
0.02,1031,79.75,0.3939393939393939
0.02,1031,46.5,0.4205607476635514
0.02,1031,27.75,0.5119047619047619
0.02,1031,71.0,0.39603960396039606
0.02,1031,57.75,0.42028985507246375
0.02,1031,30.25,0.5203252032520326
0.02,1031,8.25,0.5734767025089605
0.02,1031,76.0,0.40703517587939697
0.02,1031,22.0,0.524904214559387
0.02,1031,3.25,0.5913978494623656
0.02,1031,85.5,0.41025641025641024
0.02,1031,92.5,0.4
0.02,1031,32.0,0.49166666666666664
0.02,1031,5.75,0.5851063829787234
0.02,1031,30.75,0.5020576131687243
0.02,1031,39.0,0.49137931034482757
0.02,1031,87.5,0.4030612244897959
0.02,1031,15.0,0.5567765567765568
0.02,1031,47.75,0.4158878504672897
0.02,1031,67.25,0.4088669950738916
0.02,1031,95.5,0.4010152284263959
0.02,1031,14.5,0.5531135531135531
0.02,1031,18.25,0.5671641791044776
0.02,1031,83.75,0.3877551020408163
0.02,1031,46.0,0.42790697674418604
0.02,1031,78.5,0.3939393939393939
0.02,1031,83.0,0.41624365482233505
0.02,1031,43.5,0.43119266055045874
0.02,1031,56.5,0.41545893719806765
0.02,1031,86.25,0.40512820512820513
0.02,1031,74.75,0.42786069651741293
0.02,1031,90.5,0.39487179487179486
0.02,1031,88.0,0.41836734693877553
0.02,1031,2.5,0.5512367491166078
0.02,1031,91.75,0.3917525773195876
0.02,1031,19.5,0.5168539325842697
0.02,1031,74.25,0.40298507462686567
0.02,1031,13.75,0.5547445255474452
0.02,1031,70.5,0.41089108910891087
0.02,1031,93.75,0.4307692307692308
0.02,1031,44.0,0.4377880184331797
0.02,1031,64.25,0.4146341463414634
0.02,1031,41.5,0.4439461883408072
0.02,1031,11.25,0.5672727272727273
0.02,1057,20.5,0.5813953488372093
0.02,1057,85.25,0.5807692307692308
0.02,1057,99.25,0.5551181102362205
0.02,1057,31.0,0.6006825938566553
0.02,1057,70.5,0.5924528301886792
0.02,1057,39.0,0.6167247386759582
0.02,1057,25.0,0.6208053691275168
0.02,1057,2.25,0.6637426900584795
0.02,1057,75.75,0.5610687022900763
0.02,1057,77.25,0.6030534351145038
0.02,1057,64.75,0.5895522388059702
0.02,1057,81.5,0.573076923076923
0.02,1057,19.0,0.6225165562913907
