Z,MCLU,TIME[Myr],NB_P
0.02,1098,45.0,0.45934959349593496
0.02,1098,63.25,0.46887966804979253
0.02,1098,90.0,0.4026548672566372
0.02,1098,13.5,0.5333333333333333
0.02,1098,17.25,0.5106382978723404
0.02,1098,78.75,0.46320346320346323
0.02,1098,43.25,0.46
0.02,1098,74.0,0.4458874458874459
0.02,1098,78.0,0.45454545454545453
0.02,1098,96.5,0.4304932735426009
0.02,1098,40.75,0.5098039215686274
0.02,1098,53.25,0.4493927125506073
0.02,1098,81.0,0.43722943722943725
0.02,1098,70.5,0.43776824034334766
0.02,1098,85.25,0.4585152838427948
0.02,1098,95.75,0.4304932735426009
0.02,1098,82.75,0.43722943722943725
0.02,1098,2.25,0.5472312703583062
0.02,1098,86.5,0.4148471615720524
0.02,1098,18.25,0.5195729537366548
0.02,1098,69.75,0.45493562231759654
0.02,1098,98.75,0.42152466367713004
0.02,1098,13.0,0.5296167247386759
0.02,1098,66.25,0.44680851063829785
0.02,1098,88.25,0.4649122807017544
0.02,1098,41.5,0.5058823529411764
0.02,1098,60.25,0.48360655737704916
0.02,1098,39.0,0.5019607843137255
0.02,1098,10.75,0.5261324041811847
0.02,1028,17.0,0.5323741007194245
0.02,1028,70.75,0.45493562231759654
0.02,1028,82.25,0.44155844155844154
0.02,1028,25.5,0.49070631970260226
0.02,1028,58.5,0.4641350210970464
0.02,1028,32.25,0.5057034220532319
0.02,1028,20.75,0.5311355311355311
0.02,1028,1.75,0.5359477124183006
0.02,1028,62.75,0.4495798319327731
0.02,1028,97.0,0.45089285714285715
0.02,1028,64.0,0.459915611814346
0.02,1028,53.75,0.4315352697095436
0.02,1028,67.75,0.41630901287553645
0.02,1028,15.75,0.5266903914590747
0.02,1028,16.5,0.5106382978723404
0.02,1028,61.5,0.4595744680851064
0.02,1028,26.25,0.4944237918215613
0.02,1028,47.5,0.4314516129032258
0.02,1028,28.0,0.49814126394052044
0.02,1028,22.5,0.5274725274725275
0.02,1028,27.5,0.49814126394052044
0.02,1028,49.5,0.46963562753036436
0.02,1028,37.25,0.4883720930232558
0.02,1028,6.75,0.5467128027681661
0.02,1028,92.0,0.47368421052631576
0.02,1028,94.0,0.46017699115044247
0.02,1028,75.5,0.48068669527896996
0.02,1028,51.75,0.49382716049382713
0.02,1028,59.75,0.4789915966386555
0.02,1028,8.5,0.5555555555555556
0.02,1028,23.25,0.5347985347985348
0.02,1028,67.0,0.4230769230769231
0.02,1028,84.25,0.45414847161572053
0.02,1028,95.75,0.4577777777777778
0.02,1028,66.5,0.425531914893617
0.02,1028,3.75,0.5588235294117647
0.02,1028,63.5,0.4327731092436975
0.02,1028,54.25,0.46443514644351463
0.02,1028,73.25,0.452991452991453
0.02,1028,88.5,0.462882096069869
0.02,1028,81.75,0.46551724137931033
0.02,1028,33.0,0.5152671755725191
0.02,1028,47.0,0.44534412955465585
0.02,1028,91.5,0.47368421052631576
0.02,1028,78.75,0.463519313304721
0.02,1028,20.0,0.5109489051094891
0.02,1028,60.25,0.43037974683544306
0.02,1028,31.75,0.5095057034220533
0.02,1028,96.25,0.48444444444444446
0.02,1028,40.75,0.49416342412451364
0.02,1028,59.25,0.4703389830508475
0.02,1028,70.0,0.4700854700854701
0.02,1028,48.75,0.46774193548387094
0.02,1028,9.25,0.5208333333333334
0.02,1028,7.25,0.5586206896551724
0.02,1028,4.25,0.5633333333333334
0.02,1028,5.0,0.5484949832775919
0.02,1028,56.75,0.4602510460251046
0.02,1028,95.0,0.47555555555555556
0.02,1028,86.0,0.4366812227074236
0.02,1028,79.25,0.45493562231759654
0.02,1028,50.0,0.4448979591836735
0.02,1028,41.5,0.48046875
0.02,1028,51.25,0.4732510288065844
0.02,1028,65.75,0.4406779661016949
0.02,1028,1.25,0.5869565217391305
0.02,1028,76.75,0.49356223175965663
0.02,1028,53.0,0.43983402489626555
0.02,1028,23.75,0.5073529411764706
0.02,1028,45.75,0.43775100401606426
0.02,1028,33.5,0.5209125475285171
0.02,1028,0.0,1.0
0.02,1028,39.75,0.4864864864864865
0.02,1028,9.75,0.5524475524475524
0.02,1028,38.5,0.4689922480620155
0.02,1028,43.25,0.48616600790513836
0.02,1028,64.75,0.4322033898305085
0.02,1028,52.5,0.45867768595041325
0.02,1028,11.5,0.5543859649122806
0.02,1028,75.0,0.47863247863247865
0.02,1028,48.25,0.46184738955823296
0.02,1028,12.75,0.5618374558303887
0.02,1028,36.5,0.47509578544061304
0.02,1028,93.25,0.4801762114537445
0.02,1028,58.0,0.4767932489451477
0.02,1028,6.0,0.5413793103448276
0.02,1028,35.25,0.5171102661596958
0.02,1028,18.25,0.5323741007194245
0.02,1028,90.25,0.4517543859649123
0.02,1028,19.5,0.5289855072463768
0.02,1028,97.5,0.4732142857142857
0.02,1028,61.0,0.45569620253164556
0.02,1028,30.5,0.5018867924528302
0.02,1028,69.5,0.44635193133047213
0.02,1028,36.0,0.4961832061068702
0.02,1028,87.25,0.4649122807017544
0.02,1028,50.5,0.4385245901639344
0.02,1028,44.0,0.47808764940239046
0.02,1028,22.0,0.5457875457875457
0.02,1028,25.0,0.5129151291512916
0.02,1028,57.25,0.47257383966244726
0.02,1028,0.5,0.5705882352941176
0.02,1028,98.25,0.43555555555555553
0.02,1028,34.25,0.4752851711026616
0.02,1028,10.25,0.5563380281690141
0.02,1028,55.5,0.4583333333333333
0.02,1028,86.5,0.45414847161572053
0.02,1028,71.25,0.47435897435897434
0.02,1028,15.25,0.5319148936170213
0.02,1028,12.25,0.5563380281690141
0.02,1028,94.5,0.4823008849557522
0.02,1028,24.5,0.5111111111111111
0.02,1028,28.75,0.5132075471698113
0.02,1028,74.5,0.44871794871794873
0.02,1028,78.0,0.47435897435897434
0.02,1028,80.0,0.47186147186147187
0.02,1028,39.0,0.47470817120622566
0.02,1028,34.75,0.5095057034220533
0.02,1028,77.5,0.45493562231759654
0.02,1028,45.0,0.4717741935483871
0.02,1028,100.0,0.4434389140271493
0.02,1028,26.75,0.5018587360594795
0.02,1028,69.0,0.463519313304721
0.02,1028,56.0,0.4666666666666667
0.02,1028,29.25,0.5132075471698113
0.02,1028,8.0,0.534965034965035
0.02,1028,73.75,0.47435897435897434
0.02,1028,21.25,0.5238095238095238
0.02,1028,3.0,0.5657894736842105
0.02,1028,83.0,0.4652173913043478
0.02,1028,89.75,0.4517543859649123
0.02,1028,31.0,0.5303030303030303
0.02,1028,5.5,0.5371621621621622
0.02,1028,30.0,0.5056603773584906
0.02,1028,37.75,0.4826254826254826
0.02,1028,84.75,0.4342105263157895
0.02,1028,14.75,0.5492957746478874
0.02,1028,46.25,0.45528455284552843
0.02,1028,65.25,0.4340425531914894
0.02,1028,92.75,0.4711111111111111
0.02,1028,14.0,0.5352112676056338
0.02,1028,17.75,0.5412186379928315
0.02,1028,81.0,0.47619047619047616
0.02,1028,44.5,0.46987951807228917
0.02,1028,76.25,0.4721030042918455
0.02,1028,80.5,0.4396551724137931
0.02,1028,99.5,0.47533632286995514
0.02,1028,42.0,0.4763779527559055
0.02,1028,55.0,0.4315352697095436
0.02,1028,83.5,0.4473684210526316
0.02,1028,72.5,0.452991452991453
0.02,1028,87.75,0.4672489082969432
0.02,1028,98.75,0.4798206278026906
0.02,1028,85.25,0.4497816593886463
0.02,1028,2.5,0.5508196721311476
0.02,1028,89.0,0.4473684210526316
0.02,1028,19.0,0.51985559566787
0.02,1028,72.0,0.4444444444444444
0.02,1028,13.5,0.5403508771929825
0.02,1028,68.25,0.48068669527896996
0.02,1028,90.75,0.462882096069869
0.02,1028,42.75,0.48627450980392156
0.02,1028,62.25,0.4745762711864407
0.02,1028,40.25,0.4864864864864865
0.02,1028,11.0,0.573943661971831
0.02,1095,20.0,0.5802139037433155
0.02,1095,82.75,0.515527950310559
0.02,1095,96.5,0.5078864353312302
0.02,1095,30.0,0.5607734806629834
0.02,1095,68.5,0.5345345345345346
0.02,1095,37.75,0.5658263305322129
0.02,1095,24.25,0.5795148247978437
0.02,1095,2.25,0.6526806526806527
0.02,1095,73.5,0.5317220543806647
0.02,1095,75.0,0.5242424242424243
0.02,1095,62.75,0.5710059171597633
0.02,1095,79.25,0.5308641975308642
0.02,1095,18.5,0.5989304812834224
0.02,1095,19.25,0.5797872340425532
0.02,1095,72.25,0.5315315315315315
0.02,1095,30.75,0.5883977900552486
0.02,1095,55.75,0.5380116959064327
0.02,1095,32.75,0.5805555555555556
0.02,1095,26.5,0.5879120879120879
0.02,1095,32.25,0.5944444444444444
0.02,1095,57.75,0.5366568914956011
0.02,1095,43.5,0.5552407932011332
0.02,1095,7.75,0.6120906801007556
0.02,1095,88.5,0.5141065830721003
0.02,1095,60.75,0.5425219941348973
0.02,1095,70.0,0.540785498489426
0.02,1095,10.0,0.5805626598465473
0.02,1095,27.25,0.5840220385674931
0.02,1095,78.5,0.5230769230769231
0.02,1095,98.5,0.5189873417721519
0.02,1095,77.75,0.5137614678899083
0.02,1095,4.25,0.6322115384615384
0.02,1095,74.25,0.5151515151515151
0.02,1095,63.5,0.5562130177514792
0.02,1095,85.75,0.5482866043613707
0.02,1095,95.75,0.5047318611987381
0.02,1095,38.5,0.5814606741573034
0.02,1095,55.0,0.5451895043731778
0.02,1095,92.25,0.503125
0.02,1095,23.5,0.5907859078590786
0.02,1095,70.75,0.5196374622356495
0.02,1095,37.25,0.5955056179775281
0.02,1095,47.75,0.5609065155807366
0.02,1095,69.25,0.5301204819277109
0.02,1095,82.25,0.4891640866873065
0.02,1095,57.25,0.5395894428152492
0.02,1095,10.75,0.599483204134367
0.02,1095,8.5,0.6045918367346939
0.02,1095,5.0,0.625
0.02,1095,5.75,0.6386138613861386
0.02,1095,66.5,0.5309734513274337
0.02,1095,92.75,0.5314465408805031
0.02,1095,58.5,0.5350877192982456
0.02,1095,48.5,0.5369318181818182
0.02,1095,60.0,0.5366568914956011
0.02,1095,77.25,0.5091463414634146
0.02,1095,1.5,0.6287015945330297
0.02,1095,90.0,0.490625
0.02,1095,62.25,0.5545722713864307
0.02,1095,27.75,0.5934065934065934
0.02,1095,53.5,0.5578034682080925
0.02,1095,39.25,0.5533707865168539
0.02,1095,0.0,1.0
0.02,1095,46.5,0.5596590909090909
0.02,1095,11.5,0.5729166666666666
0.02,1095,45.0,0.5568181818181818
0.02,1095,50.75,0.5828571428571429
0.02,1095,75.75,0.513677811550152
0.02,1095,61.5,0.5411764705882353
0.02,1095,13.5,0.5883905013192612
0.02,1095,87.75,0.509375
0.02,1095,56.5,0.543859649122807
0.02,1095,15.0,0.6037234042553191
0.02,1095,42.75,0.5706214689265536
0.02,1095,67.75,0.5373134328358209
0.02,1095,7.25,0.592964824120603
0.02,1095,41.5,0.5423728813559322
0.02,1095,21.5,0.5951742627345844
0.02,1095,22.75,0.5817694369973191
0.02,1095,71.5,0.5347432024169184
0.02,1095,35.75,0.5754189944134078
0.02,1095,81.5,0.5248447204968945
0.02,1095,42.25,0.5649717514124294
0.02,1095,59.25,0.5393586005830904
0.02,1095,51.5,0.547550432276657
0.02,1095,25.75,0.581267217630854
0.02,1095,29.25,0.6049723756906077
0.02,1095,67.25,0.5384615384615384
0.02,1095,0.75,0.6230936819172114
0.02,1095,40.0,0.5814606741573034
0.02,1095,12.25,0.6010498687664042
0.02,1095,65.0,0.5325443786982249
0.02,1095,83.5,0.5170278637770898
0.02,1095,17.75,0.5893333333333334
0.02,1095,14.25,0.6015831134564644
0.02,1095,28.5,0.5895316804407713
0.02,1095,33.5,0.6027777777777777
0.02,1095,87.25,0.534375
0.02,1095,91.5,0.5202492211838006
0.02,1095,93.5,0.4952681388012618
0.02,1095,45.75,0.5823863636363636
0.02,1095,40.75,0.5875706214689266
0.02,1095,90.75,0.51875
0.02,1095,52.75,0.5375722543352601
0.02,1095,31.5,0.590027700831025
0.02,1095,80.75,0.5217391304347826
0.02,1095,65.75,0.5252225519287834
0.02,1095,34.25,0.5988857938718662
0.02,1095,9.25,0.6020408163265306
0.02,1095,86.5,0.525
0.02,1095,25.0,0.5891891891891892
0.02,1095,3.5,0.6298076923076923
0.02,1095,97.25,0.4968553459119497
0.02,1095,36.5,0.5977653631284916
0.02,1095,6.5,0.606516290726817
0.02,1095,35.0,0.5837988826815642
0.02,1095,44.25,0.5653409090909091
0.02,1095,99.25,0.5110410094637224
0.02,1095,17.25,0.5909090909090909
0.02,1095,54.25,0.5422740524781341
0.02,1095,76.5,0.5060606060606061
0.02,1095,16.5,0.5994694960212201
0.02,1095,20.75,0.5828877005347594
0.02,1095,95.0,0.5125
0.02,1095,52.25,0.5652173913043478
0.02,1095,89.25,0.49216300940438873
0.02,1095,94.25,0.5094339622641509
0.02,1095,49.25,0.5539772727272727
0.02,1095,64.25,0.5355029585798816
0.02,1095,97.75,0.5189873417721519
0.02,1095,85.0,0.5279503105590062
0.02,1095,100.0,0.5
0.02,1095,2.75,0.6255924170616114
0.02,1095,22.25,0.579088471849866
0.02,1095,84.25,0.5093167701863354
0.02,1095,15.75,0.5846560846560847
0.02,1095,80.0,0.5263157894736842
0.02,1095,50.0,0.5568181818181818
0.02,1095,72.75,0.5180722891566265
0.02,1095,47.25,0.5511363636363636
0.02,1095,12.75,0.6
0.02,1068,19.0,0.5714285714285714
0.02,1068,78.5,0.5313653136531366
0.02,1068,91.25,0.4981132075471698
0.02,1068,28.5,0.5436241610738255
0.02,1068,64.75,0.5483870967741935
0.02,1068,35.75,0.5432525951557093
0.02,1068,23.0,0.5723684210526315
0.02,1068,2.0,0.6043360433604336
0.02,1068,69.5,0.516245487364621
0.02,1068,71.0,0.49818181818181817
0.02,1068,59.5,0.5412186379928315
0.02,1068,75.0,0.5110294117647058
0.02,1068,17.5,0.5737179487179487
0.02,1068,18.25,0.5941558441558441
0.02,1068,68.25,0.5018050541516246
0.02,1068,29.0,0.5405405405405406
0.02,1068,52.75,0.5480427046263345
0.02,1068,31.0,0.5376712328767124
0.02,1068,25.0,0.5681063122923588
0.02,1068,30.5,0.5547945205479452
0.02,1068,54.75,0.5357142857142857
0.02,1068,41.25,0.5403508771929825
0.02,1068,7.5,0.6072507552870091
0.02,1068,83.75,0.5393258426966292
0.02,1068,57.5,0.5251798561151079
0.02,1068,66.25,0.5289855072463768
0.02,1068,9.5,0.5701219512195121
0.02,1068,25.75,0.5484949832775919
0.02,1068,74.25,0.5147058823529411
0.02,1068,93.25,0.532319391634981
0.02,1068,73.75,0.5255474452554745
0.02,1068,4.0,0.6371428571428571
0.02,1068,70.25,0.5507246376811594
0.02,1068,60.25,0.5306859205776173
0.02,1068,81.0,0.5074626865671642
0.02,1068,98.0,0.5192307692307693
0.02,1068,90.5,0.5169811320754717
0.02,1068,36.5,0.5155709342560554
0.02,1068,52.0,0.5071428571428571
0.02,1068,87.25,0.5263157894736842
0.02,1068,22.25,0.5493421052631579
0.02,1068,67.0,0.5415162454873647
0.02,1068,35.25,0.5793103448275863
0.02,1068,45.25,0.5547703180212014
0.02,1068,65.5,0.5523465703971119
0.02,1068,77.75,0.5166051660516605
0.02,1068,54.0,0.5448028673835126
0.02,1068,10.25,0.5787878787878787
0.02,1068,8.0,0.6163141993957704
0.02,1068,4.75,0.6180758017492711
0.02,1068,5.5,0.6
0.02,1068,62.75,0.5471014492753623
0.02,1068,95.25,0.4981132075471698
0.02,1068,87.75,0.5112781954887218
0.02,1068,55.5,0.5464285714285714
0.02,1068,46.0,0.49823321554770317
0.02,1068,56.75,0.539568345323741
0.02,1068,73.0,0.5401459854014599
0.02,1068,1.25,0.6015625
0.02,1068,85.25,0.5488721804511278
0.02,1068,58.75,0.5234657039711191
0.02,1068,26.25,0.5418060200668896
0.02,1068,50.75,0.5321428571428571
0.02,1068,37.25,0.5605536332179931
0.02,1068,0.0,1.0
0.02,1068,44.0,0.5547703180212014
0.02,1068,10.75,0.5815384615384616
0.02,1068,42.5,0.5614035087719298
0.02,1068,48.0,0.5714285714285714
0.02,1068,71.5,0.5217391304347826
0.02,1068,58.0,0.5359712230215827
0.02,1068,12.75,0.5559006211180124
0.02,1068,83.0,0.5168539325842697
0.02,1068,53.5,0.5607142857142857
0.02,1068,14.25,0.5611285266457681
0.02,1068,40.5,0.541958041958042
0.02,1068,64.25,0.5467625899280576
0.02,1068,6.75,0.5744047619047619
0.02,1068,39.25,0.5435540069686411
0.02,1068,20.25,0.5540983606557377
0.02,1068,100.0,0.5193798449612403
0.02,1068,21.5,0.5540983606557377
0.02,1068,67.5,0.5251798561151079
0.02,1068,33.75,0.5257731958762887
0.02,1068,77.0,0.5350553505535055
0.02,1068,39.75,0.5226480836236934
0.02,1068,96.5,0.5325670498084292
0.02,1068,56.0,0.5409252669039146
0.02,1068,48.75,0.55
0.02,1068,24.25,0.5794701986754967
0.02,1068,27.75,0.5805369127516778
0.02,1068,63.5,0.5253623188405797
0.02,1068,0.75,0.5959595959595959
0.02,1068,37.75,0.5381944444444444
0.02,1068,11.5,0.5709876543209876
0.02,1068,61.5,0.5309090909090909
0.02,1068,96.0,0.5076335877862596
0.02,1068,79.0,0.5259259259259259
0.02,1068,17.0,0.5714285714285714
0.02,1068,13.5,0.5607476635514018
0.02,1068,27.0,0.568561872909699
0.02,1068,31.75,0.5445205479452054
0.02,1068,82.5,0.5056179775280899
0.02,1068,86.5,0.5075187969924813
0.02,1068,88.5,0.5075187969924813
0.02,1068,43.25,0.5985915492957746
0.02,1068,38.5,0.5714285714285714
0.02,1068,85.75,0.5225563909774437
0.02,1068,50.0,0.5516014234875445
0.02,1068,29.75,0.5068027210884354
0.02,1068,76.25,0.5129151291512916
0.02,1068,62.25,0.5253623188405797
0.02,1068,32.5,0.5342465753424658
0.02,1068,8.75,0.5805471124620061
0.02,1068,81.75,0.4925373134328358
0.02,1068,23.75,0.5643564356435643
0.02,1068,3.5,0.6197183098591549
0.02,1068,92.0,0.49056603773584906
0.02,1068,99.25,0.5173745173745173
0.02,1068,34.5,0.5292096219931272
0.02,1068,6.0,0.5892857142857143
0.02,1068,33.0,0.5773195876288659
0.02,1068,42.0,0.5104895104895105
0.02,1068,94.0,0.5189393939393939
0.02,1068,16.25,0.5625
0.02,1068,51.25,0.5678571428571428
0.02,1068,72.25,0.5309090909090909
0.02,1068,15.5,0.5830721003134797
0.02,1068,19.5,0.5490196078431373
0.02,1068,89.75,0.4981132075471698
0.02,1068,49.25,0.5319148936170213
0.02,1068,84.5,0.5355805243445693
0.02,1068,89.25,0.5358490566037736
0.02,1068,46.5,0.5212765957446809
0.02,1068,60.75,0.5431654676258992
0.02,1068,92.5,0.5056603773584906
0.02,1068,80.5,0.5205992509363296
0.02,1068,97.25,0.49230769230769234
0.02,1068,94.5,0.5340909090909091
0.02,1068,2.75,0.6094182825484764
0.02,1068,98.75,0.5077519379844961
0.02,1068,21.0,0.6131147540983607
0.02,1068,79.75,0.516728624535316
0.02,1068,14.75,0.58125
0.02,1068,75.75,0.5404411764705882
0.02,1068,47.25,0.5160142348754448
0.02,1068,69.0,0.5362318840579711
0.02,1068,44.5,0.5547703180212014
0.02,1068,12.25,0.5975232198142415
0.02,1042,18.5,0.5640138408304498
0.02,1042,76.25,0.5192307692307693
0.02,1042,88.75,0.5393700787401575
0.02,1042,27.75,0.5483870967741935
0.02,1042,63.25,0.5307692307692308
0.02,1042,34.75,0.5636363636363636
0.02,1042,22.25,0.5709219858156028
0.02,1042,2.0,0.5942492012779552
0.02,1042,67.75,0.4826254826254826
0.02,1042,69.0,0.525096525096525
0.02,1042,58.0,0.5287356321839081
0.02,1042,73.0,0.5
0.02,1042,17.0,0.563573883161512
0.02,1042,17.75,0.5709342560553633
0.02,1042,66.5,0.5096525096525096
0.02,1042,28.25,0.564748201438849
0.02,1042,51.25,0.5433962264150943
0.02,1042,30.25,0.5683453237410072
0.02,1042,24.25,0.5800711743772242
0.02,1042,29.5,0.5863309352517986
0.02,1042,53.25,0.5132075471698113
0.02,1042,40.25,0.5333333333333333
0.02,1042,7.25,0.6039603960396039
0.02,1042,99.25,0.5059760956175299
0.02,1042,81.5,0.5155038759689923
0.02,1042,56.0,0.5057034220532319
0.02,1042,64.5,0.5405405405405406
0.02,1042,9.25,0.6192052980132451
0.02,1042,25.0,0.5765124555160143
0.02,1042,72.25,0.4942084942084942
0.02,1042,90.75,0.5217391304347826
0.02,1042,71.75,0.4846153846153846
0.02,1042,4.0,0.6
0.02,1042,68.5,0.5346153846153846
0.02,1042,58.5,0.5325670498084292
0.02,1042,79.0,0.4883720930232558
0.02,1042,95.5,0.48221343873517786
0.02,1042,88.25,0.5118110236220472
0.02,1042,35.5,0.5364963503649635
0.02,1042,50.75,0.5245283018867924
0.02,1042,98.75,0.49800796812749004
0.02,1042,84.75,0.5215686274509804
0.02,1042,21.75,0.5633802816901409
0.02,1042,65.25,0.5019305019305019
0.02,1042,34.25,0.5579710144927537
0.02,1042,44.0,0.5261194029850746
0.02,1042,63.75,0.5230769230769231
0.02,1042,75.75,0.5076923076923077
0.02,1042,52.75,0.5207547169811321
0.02,1042,9.75,0.5780730897009967
0.02,1042,8.0,0.5761589403973509
0.02,1042,4.5,0.5903225806451613
0.02,1042,5.25,0.5741935483870968
0.02,1042,61.25,0.5192307692307693
0.02,1042,92.75,0.5277777777777778
0.02,1042,85.5,0.5294117647058824
0.02,1042,54.0,0.539622641509434
0.02,1042,44.75,0.5074626865671642
0.02,1042,55.25,0.5209125475285171
0.02,1042,71.0,0.5212355212355212
0.02,1042,1.25,0.598159509202454
0.02,1042,83.0,0.4980544747081712
0.02,1042,57.25,0.5247148288973384
0.02,1042,25.75,0.5729537366548043
0.02,1042,49.25,0.5056603773584906
0.02,1042,36.25,0.551094890510949
0.02,1042,0.0,1.0
0.02,1042,42.75,0.5390334572490706
0.02,1042,10.5,0.6066666666666667
0.02,1042,41.5,0.5518518518518518
0.02,1042,46.75,0.5150375939849624
0.02,1042,69.75,0.525096525096525
0.02,1042,56.5,0.5475285171102662
0.02,1042,12.5,0.6006711409395973
0.02,1042,81.0,0.5369649805447471
0.02,1042,52.0,0.5639097744360902
0.02,1042,13.75,0.5608108108108109
0.02,1042,39.5,0.5333333333333333
0.02,1042,62.5,0.5461538461538461
0.02,1042,6.5,0.6163934426229508
0.02,1042,38.25,0.5128205128205128
0.02,1042,19.75,0.5384615384615384
0.02,1042,97.25,0.5078740157480315
0.02,1042,21.0,0.5644599303135889
0.02,1042,65.75,0.5057915057915058
0.02,1042,33.0,0.5523465703971119
0.02,1042,75.0,0.5153846153846153
0.02,1042,38.75,0.5367647058823529
0.02,1042,94.0,0.4901185770750988
0.02,1042,54.5,0.5056603773584906
0.02,1042,47.25,0.518796992481203
0.02,1042,23.75,0.5765124555160143
0.02,1042,27.0,0.5448028673835126
0.02,1042,61.75,0.48659003831417624
0.02,1042,0.75,0.5594202898550724
0.02,1042,36.75,0.5547445255474452
0.02,1042,11.25,0.6120401337792643
0.02,1042,59.75,0.5384615384615384
0.02,1042,93.5,0.4980237154150198
0.02,1042,77.0,0.5482625482625483
0.02,1042,16.5,0.570446735395189
0.02,1042,13.25,0.6026936026936027
0.02,1042,26.25,0.5373665480427047
0.02,1042,31.0,0.5776173285198556
0.02,1042,80.25,0.5369649805447471
0.02,1042,84.25,0.52734375
0.02,1042,86.25,0.48046875
0.02,1042,42.0,0.5259259259259259
0.02,1042,37.5,0.5437956204379562
0.02,1042,83.5,0.48046875
0.02,1042,48.75,0.5433962264150943
0.02,1042,29.0,0.564748201438849
0.02,1042,74.25,0.5461538461538461
0.02,1042,60.5,0.528957528957529
0.02,1042,31.5,0.5740072202166066
0.02,1042,8.5,0.5662251655629139
0.02,1042,79.5,0.48638132295719844
0.02,1042,23.0,0.5658362989323843
0.02,1042,3.25,0.5873015873015873
0.02,1042,89.5,0.515748031496063
0.02,1042,96.75,0.5433070866141733
0.02,1042,33.5,0.5703971119133574
0.02,1042,6.0,0.577922077922078
0.02,1042,32.25,0.5833333333333334
0.02,1042,40.75,0.5703703703703704
0.02,1042,91.5,0.5296442687747036
0.02,1042,15.75,0.6040955631399317
0.02,1042,50.0,0.5056603773584906
0.02,1042,70.5,0.49230769230769234
0.02,1042,100.0,0.5338645418326693
0.02,1042,15.25,0.5850340136054422
0.02,1042,19.0,0.5699300699300699
0.02,1042,87.5,0.5215686274509804
0.02,1042,48.0,0.5094339622641509
0.02,1042,82.25,0.5486381322957199
0.02,1042,86.75,0.50390625
0.02,1042,45.5,0.5410447761194029
0.02,1042,59.25,0.5134099616858238
0.02,1042,90.25,0.5118110236220472
0.02,1042,78.25,0.5038759689922481
0.02,1042,94.75,0.5019762845849802
0.02,1042,92.0,0.5059288537549407
0.02,1042,2.75,0.5608974358974359
0.02,1042,96.0,0.5296442687747036
0.02,1042,20.5,0.519163763066202
0.02,1042,77.75,0.5387596899224806
0.02,1042,14.5,0.5878378378378378
0.02,1042,73.75,0.5
0.02,1042,98.0,0.4881889763779528
0.02,1042,46.0,0.5468164794007491
0.02,1042,67.0,0.5444015444015444
0.02,1042,43.5,0.5410447761194029
0.02,1042,11.75,0.6020066889632107
0.02,1021,21.25,0.5734767025089605
0.02,1021,88.5,0.48672566371681414
0.02,1021,32.0,0.5849056603773585
0.02,1021,73.25,0.4892703862660944
0.02,1021,40.5,0.53515625
0.02,1021,26.0,0.5527272727272727
0.02,1021,2.25,0.6498316498316499
0.02,1021,78.75,0.49130434782608695
0.02,1021,80.25,0.4956521739130435
0.02,1021,67.25,0.5126050420168067
0.02,1021,84.75,0.4646017699115044
0.02,1021,19.75,0.5851063829787234
0.02,1021,20.5,0.5373665480427047
0.02,1021,77.0,0.4826086956521739
0.02,1021,32.75,0.5606060606060606
0.02,1021,59.5,0.5041666666666667
0.02,1021,35.0,0.5521235521235521
0.02,1021,28.25,0.5719557195571956
0.02,1021,34.25,0.5346153846153846
0.02,1021,61.75,0.5146443514644351
0.02,1021,46.5,0.5241935483870968
0.02,1021,8.5,0.6137931034482759
0.02,1021,94.75,0.45248868778280543
0.02,1021,65.0,0.4957983193277311
0.02,1021,74.75,0.5064377682403434
0.02,1021,10.75,0.6006944444444444
0.02,1021,29.0,0.5580524344569289
0.02,1021,84.0,0.48672566371681414
0.02,1021,83.25,0.4778761061946903
0.02,1021,4.5,0.6075085324232082
0.02,1021,79.5,0.4826086956521739
0.02,1021,68.0,0.5
0.02,1021,91.5,0.4711111111111111
0.02,1021,41.25,0.5393700787401575
0.02,1021,58.75,0.5186721991701245
0.02,1021,98.5,0.4474885844748858
0.02,1021,25.25,0.5781818181818181
0.02,1021,75.5,0.5064935064935064
0.02,1021,39.75,0.55078125
0.02,1021,51.25,0.516260162601626
0.02,1021,74.0,0.4721030042918455
0.02,1021,87.75,0.46017699115044247
0.02,1021,61.0,0.4769874476987448
0.02,1021,11.5,0.5714285714285714
0.02,1021,9.25,0.5590277777777778
0.02,1021,5.25,0.6323024054982818
0.02,1021,6.0,0.6082474226804123
0.02,1021,71.0,0.5064377682403434
0.02,1021,99.25,0.4337899543378995
0.02,1021,62.5,0.497907949790795
0.02,1021,52.0,0.5265306122448979
0.02,1021,64.0,0.5336134453781513
0.02,1021,82.5,0.47345132743362833
0.02,1021,1.5,0.6440129449838188
0.02,1021,96.25,0.45
0.02,1021,66.5,0.5294117647058824
0.02,1021,29.75,0.5639097744360902
0.02,1021,57.25,0.5371900826446281
0.02,1021,42.0,0.5138339920948617
0.02,1021,0.0,1.0
0.02,1021,49.5,0.508130081300813
0.02,1021,12.25,0.6
0.02,1021,48.0,0.5203252032520326
0.02,1021,54.25,0.5102880658436214
0.02,1021,81.0,0.44933920704845814
0.02,1021,65.75,0.5042016806722689
0.02,1021,14.5,0.5774647887323944
0.02,1021,94.0,0.4594594594594595
0.02,1021,60.25,0.5146443514644351
0.02,1021,16.0,0.5886524822695035
0.02,1021,45.75,0.548
